name,serving_wt,kcal,carbo,protein,fat,year,company
남자가먹는복분자단팥호빵,90.0,318.46,66.46,8.31,3.05,2012,삼립식품
우리집단팥야채호빵(단팥),70.0,194.32,40.21,5.03,1.84,2017,삼립식품
우리집단팥야채호빵(야채),70.0,171.71,28.48,6.7,3.6,2017,삼립식품
더블찰떡도넛,70.0,255.47,46.07,5.86,5.86,2017,삼립식품
꼬마단팥호빵,70.0,195.06,40.52,4.71,1.88,2017,삼립식품
꼬마야채호빵,70.0,182.81,29.21,6.6,3.58,2017,삼립식품
식이섬유단호박호빵,70.0,200.19,40.21,5.03,2.26,2017,삼립식품
렌지pop통단팥호빵,70.0,195.21,40.47,4.76,1.82,2017,삼립식품
월병명가,70.0,247.69,46.31,4.31,5.38,2017,삼립식품
minAwk고구마패스츄리,70.0,236.2,25.13,4.02,9.05,2017,삼립식품
고구마호빵,70.0,178.41,37.69,3.35,1.76,2017,삼립식품
할리피뇨롱스틱,70.0,223.01,33.29,5.65,7.54,2017,삼립식품
정통롤케익,70.0,235.02,39.02,4.43,7.1,2017,삼립식품
단팥슈크림,70.0,203.54,39.95,4.52,3.77,2017,삼립식품
모카크림볼,70.0,268.56,35.81,3.77,13.19,2017,삼립식품
찰떡궁합찰떡쿵호떡쿵,70.0,221.97,42.72,4.19,3.94,2017,삼립식품
옛날소보루,70.0,259.66,41.88,4.19,9.21,2017,삼립식품
온가족이함께먹는팡찌니단팥,70.0,194.32,40.21,5.03,1.84,2017,삼립식품
온가족이함께먹는팡찌니통단팥,70.0,194.32,40.21,5.03,2.09,2017,삼립식품
동글동글스위트케익볼미니,70.0,252.59,44.06,3.92,6.85,2017,삼립식품
동글동글스위트케익볼,70.0,253.16,45.01,4.5,6.75,2017,삼립식품
오리지널버터롤,70.0,226.15,42.1,4.89,4.5,2017,삼립식품
오리지널버터롤파티,70.0,226.15,42.1,4.89,4.5,2017,삼립식품
우리집땅콩소보루빵,70.0,236.92,40.92,4.31,6.46,2017,삼립식품
뉴잉글리쉬머핀,70.0,150.77,30.15,3.77,4.4,2017,삼립식품
촉촉한후레쉬팡밀크,70.0,108.75,18,2,3,2017,삼립식품
우유에빠진트위스트팡,70.0,167.48,24.99,2.66,6.38,2017,삼립식품
초코칩슈크림패스츄리,70.0,203.46,26.45,2.71,8.82,2017,삼립식품
밀크카스타드팡,70.0,243.91,28.75,3.48,13.07,2017,삼립식품
막걸리로발효시킨제빵의명가단팥빵,70.0,166.16,34.59,4.75,2.17,2017,삼립식품
치즈버터롤,70.0,219.4,40.39,4.37,3.93,2017,삼립식품
애플홀릭소프트,70.0,176.33,32.55,3.39,3.39,2017,삼립식품
스트로베리소프트,70.0,164.99,27.21,2.32,5.21,2017,삼립식품
마메이드미니다크브라우니,70.0,196.0,31.36,2.61,11.5,2017,삼립식품
바바리안필드,70.0,232.0,31,4,11,2017,삼립식품
우리집꿀호떡,70.0,214.04,43.08,4.04,3.5,2017,삼립식품
오리지널땅콩크림샌드,70.0,246.5,34.7,7.18,10.77,2017,삼립식품
밤맛월병,70.0,252.76,48.78,3.55,5.32,2017,삼립식품
토니토니쵸파의촉촉한치즈케익,70.0,246.26,39.2,4.02,8.04,2017,삼립식품
도라야끼명작사과,70.0,196.0,40.21,3.77,2.76,2017,삼립식품
100%우리밀로만든생크림샌드,70.0,254.87,34.7,3.59,11.97,2017,삼립식품
팡찌니핫치킨야채,70.0,165.01,29.32,5.03,3.27,2017,삼립식품
샤니팡찌니속이알찬단팥피자(피자),70.0,167.52,25.13,7.54,5.03,2017,삼립식품
우리집단팥호빵,70.0,194.32,40.21,5.03,1.84,2017,삼립식품
스위트콘브래드,70.0,233.69,38.45,4.52,6.78,2017,삼립식품
호두퐁당단팥빵미니,70.0,239.97,45.23,6.28,4.4,2017,삼립식품
햅쌀로만든단팥호빵,70.0,193.49,40.21,5.03,1.84,2017,삼립식품
롱비스마르크플러스,70.0,255.47,33.5,5.03,12.56,2017,삼립식품
스위트롤케익클래식,70.0,225.09,35.04,4.25,7.43,2017,삼립식품
마끼아또팡,70.0,239.46,38.14,3.55,7.98,2017,삼립식품
천연발효종을넣어29시간숙성단팥앙금팡,70.0,274.93,43.46,6.21,9.76,2017,삼립식품
도라야끼통단팥,70.0,231.54,48.46,4.31,2.48,2017,삼립식품
샤르르녹는슈크림빵,70.0,279.03,49,4.08,6.4,2017,삼립식품
피넛소보루플러스,70.0,183.5,31,3.16,5.06,2017,삼립식품
56시간부드러운熟숙,70.0,159.49,28,4.24,3.14,2017,삼립식품
초코홀릭소프트,70.0,189.9,29.84,2.71,6.78,2017,삼립식품
부드럽게먹는밀크샌드,70.0,246.26,35.18,3.35,10.89,2017,삼립식품
미니밀크후레쉬팡,70.0,236.78,38.66,4.83,7.73,2017,삼립식품
Mr.쉐프의삼각피자빵,70.0,193.85,28,3.23,7.54,2017,삼립식품
우리집야채호빵,70.0,171.71,28.48,6.7,3.6,2017,삼립식품
오리지널속이빵빵통단팥,70.0,210.9,43.08,5.38,1.79,2017,삼립식품
명인명작밀크카스테라,70.0,217.67,43.35,4.71,3.2,2017,삼립식품
할라피뇨햄스틱,70.0,215.38,30.15,6.46,8.62,2017,삼립식품
오리지널단팥빵,70.0,212.85,41.68,4.43,3.46,2017,삼립식품
오리지널단팥크림빵,70.0,240.34,37.25,3.55,8.87,2017,삼립식품
1964정통크림빵,70.0,269.37,39.2,4.02,11.06,2017,삼립식품
오리지널피넛크림빵,70.0,258.6,40.08,4.77,8.59,2017,삼립식품
엄마의시크릿레시피생크림파운드미니,70.0,318.29,35.6,4.19,18.85,2017,삼립식품
리얼다크브라우니,70.0,230.68,37.69,4.52,13.57,2017,삼립식품
빙빙슈크림,70.0,230.59,38.14,4.43,7.1,2017,삼립식품
단팥도라야끼,70.0,221.13,45.23,3.77,2.64,2017,삼립식품
그물에갇힌햄패스츄리,70.0,266.36,28.14,5.03,15.08,2017,삼립식품
통호두호떡,100.0,509.62,76.92,9.62,19.23,2017,삼립식품
네모난호빵멕시칸칠리타코,70.0,178.41,32.67,5.03,3.94,2017,삼립식품
네모난호빵베샤멜치킨,70.0,171.71,30.99,5.03,3.52,2017,삼립식품
속이빵빵한통단팥,70.0,148.17,30.33,4.08,1.4,2017,삼립식품
토스트를위해태어난식빵,70.0,141.95,23.5,4.54,3.31,2017,삼립식품
아침엔.밀크토스트,70.0,132.17,25.37,4.75,1.3,2017,삼립식품
샤니참깨햄버거,70.0,134.63,25.68,4.88,1.38,2017,삼립식품
생크림파운드미니,70.0,220.73,26.74,2.95,11.33,2017,삼립식품
사또밥,30.0,52.1,5.05,0.48,3.31,2017,삼양식품
왕짱구,30.0,46.5,5.7,0.6,2.4,2017,삼양식품
짱구,30.0,46.5,5.7,0.6,2.4,2017,삼양식품
별뽀빠이,30.0,40.5,6.6,0.6,1.26,2017,삼양식품
사또밥,100.0,578.9,56.1,5.3,36.8,2015,삼양식품
왕짱구,100.0,516.7,63.3,6.7,26.7,2015,삼양식품
짱구,100.0,516.7,63.3,6.7,26.7,2015,삼양식품
별뽀빠이,100.0,450.0,73.3,6.7,14,2015,삼양식품
삼양라면,120.0,500.0,79,10,16,2017,삼양식품
손수때릴타면,120.0,500.0,80,9,16,2017,삼양식품
쇠고기면,120.0,495.0,80,10,15,2017,삼양식품
육개장,86.0,380.0,56,7,14,2017,삼양식품
컵라면,80.0,305.92,44.54,4.35,12.22,2017,삼양식품
삼양큰컵,80.0,289.92,42.56,4.99,12.29,2017,삼양식품
생우동,100.0,163.0,34.6,3.4,3,2017,삼양식품
큰냄비우동,80.0,304.0,42.56,4.93,15.55,2017,삼양식품
"과자,콘칩",30.0,45.36,6.35,0.54,2.01,2017,삼양식품
"과자,콘칩매운맛",30.0,44.19,6.35,0.51,1.84,2017,삼양식품
이마트맛승부(해물맛),120.0,505.0,78,10,17,2017,삼양식품
이마트볶음짜장,120.0,550.22,86.4,14.4,16.42,2017,삼양식품
이마트하바네로라면,120.0,533.54,82.75,10.89,17.42,2017,삼양식품
하이리빙파워라면,120.0,510.0,80,11,16,2017,삼양식품
게살야채탕면,120.0,565.15,116.51,13.91,5.22,2017,삼양식품
바지락칼국수,120.0,393.26,83.09,11.09,1.58,2017,삼양식품
손칼국수,100.0,345.0,75,9,1,2017,삼양식품
안튀긴면,120.0,489.6,105.12,14.4,1.44,2017,삼양식품
호해면,120.0,509.79,104.96,14.99,3,2017,삼양식품
컵삼양라면,65.0,295.0,42,5,12,2017,삼양식품
큰컵삼양라면,115.0,490.0,74,10,17,2017,삼양식품
컵나가사끼짬뽕,80.0,295.36,41.34,5.89,11.84,2017,삼양식품
큰컵나가사끼짬뽕,120.0,617.18,94.61,12.38,20.59,2017,삼양식품
컵맛있는라면,80.0,280.64,41.34,4.93,10.82,2017,삼양식품
큰컵맛있는라면,112.0,485.0,71,10,18,2017,삼양식품
큰컵간짬뽕,80.0,252.93,35.97,5.5,9.73,2017,삼양식품
큰컵불닭볶음면,120.0,582.91,86.4,12.38,20.59,2017,삼양식품
하이리빙파워미니컵,80.0,439.29,62.11,7.57,18.18,2017,삼양식품
이마트육개장,120.0,739.86,110.98,13.63,27.26,2017,삼양식품
이마트육개장컵,120.0,1022.48,139.74,17.04,44.31,2017,삼양식품
면왕500,120.0,642.53,95.33,11.09,24.34,2017,삼양식품
삼양라면,120.0,600.05,94.75,11.95,19.15,2017,삼양식품
손수때릴타면,100.0,412.5,67.5,7.5,12.5,2017,삼양식품
쇠고기면,100.0,425.0,66.7,9.2,13.3,2017,삼양식품
김치라면,120.0,505.0,79,11,16,2017,삼양식품
나가사끼꽃게짬뽕,120.0,528.09,88.2,9.8,15.24,2017,삼양식품
맛있는라면,115.0,480.0,77,9,15,2017,삼양식품
된장라면,120.0,495.0,78,10,16,2017,삼양식품
쌀라면,120.0,522.65,80.57,13.07,16.33,2017,삼양식품
해물짬뽕,120.0,495.0,78,10,16,2017,삼양식품
포장마차얼큰한맛,120.0,485.0,78,10,15,2017,삼양식품
장수면,120.0,517.2,81.66,10.89,16.33,2017,삼양식품
돈사골탕면,120.0,505.0,79,13,15,2017,삼양식품
얼큰특면,120.0,501.61,80.65,9.83,15.74,2017,삼양식품
사리면,120.0,641.52,98.21,11.81,22.32,2017,삼양식품
간짬뽕,120.0,570.82,85.39,11.38,20.59,2017,삼양식품
불닭볶음면,120.0,545.18,87.41,12.38,16.42,2017,삼양식품
고추짜장,120.0,560.59,88.42,14.4,16.42,2017,삼양식품
짜짜로니,120.0,591.41,85.39,11.38,22.61,2017,삼양식품
열무비빔면,120.0,581.47,90.86,9.94,19.87,2017,삼양식품
차오차이,120.0,443.08,65.61,10.23,15.34,2017,삼양식품
이마트맛승부(매운맛),120.0,500.0,79,10,16,2017,삼양식품
나가사끼짬뽕,120.0,594.72,100.22,12.53,16.27,2017,삼양식품
삼양라면,100.0,416.7,65.8,8.3,13.3,2015,삼양식품
손수때릴타면,100.0,412.5,67.5,7.5,12.5,2015,삼양식품
쇠고기면,100.0,425.0,66.7,9.2,13.3,2015,삼양식품
김치라면,120.0,505.0,79,11,16,2015,삼양식품
사리면,100.0,445.5,68.2,8.2,15.5,2015,삼양식품
짜짜로니,100.0,410.7,59.3,7.9,15.7,2015,삼양식품
열무비빔면,100.0,403.8,63.1,6.9,13.8,2015,삼양식품
간짬뽕,100.0,396.4,59.3,7.9,14.3,2015,삼양식품
불닭볶음면,100.0,378.6,60.7,8.6,11.4,2015,삼양식품
고추짜장,100.0,389.3,61.4,10,11.4,2015,삼양식품
손칼국수,100.0,345.0,75,9,1,2015,삼양식품
바지락칼국수,100.0,273.1,57.7,7.7,1.1,2015,삼양식품
맛있는라면,115.0,552.0,88.55,11.5,18.4,2015,삼양식품
포장마차우동얼큰한맛,120.0,594.0,96.05,11.95,18,2017,삼양식품
나가사끼짬뽕,100.0,413.0,69.6,8.7,11.3,2015,삼양식품
나가사끼홍짬뽕,120.0,601.06,98.93,11.23,17.57,2017,삼양식품
한우특+뿔면,120.0,594.72,91.44,12.53,20.02,2017,삼양식품
토마토비비올레,120.0,558.72,92.16,9.22,17.28,2017,삼양식품
된장라면,120.0,594.0,93.6,12,19.2,2015,삼양식품
부셔먹는라면스낵불닭,90.0,425.0,62,8,16,2017,삼양식품
이마트볶음짜장,100.0,382.1,60,10,11.4,2015,삼양식품
하바네로짬뽕,120.0,613.58,95.18,13.82,20.02,2017,삼양식품
하이리빙파워라면,120.0,612.0,96,13.2,19.2,2015,삼양식품
컵삼양라면,65.0,191.75,27.3,3.25,7.8,2015,삼양식품
큰컵삼양라면,115.0,563.5,85.1,11.5,19.55,2015,삼양식품
컵나가사끼짬뽕,100.0,461.5,64.6,9.2,18.5,2015,삼양식품
큰컵나가사끼짬뽕,100.0,428.6,65.7,8.6,14.3,2015,삼양식품
컵맛있는라면,65.0,185.25,27.3,3.25,7.15,2015,삼양식품
큰컵맛있는라면,112.0,543.2,79.52,11.2,20.16,2015,삼양식품
육개장,100.0,441.9,65.1,8.1,16.3,2015,삼양식품
큰컵간짬뽕,100.0,395.2,56.2,8.6,15.2,2015,삼양식품
컵불닭볶음면,120.0,576.0,86.4,12.38,20.59,2017,삼양식품
큰컵불닭볶음면,100.0,404.8,60,8.6,14.3,2015,삼양식품
큰컵유부우동,80.0,270.53,43.07,4.67,8.7,2017,삼양식품
큰컵짜짜로니,120.0,576.0,83.66,13.68,20.59,2017,삼양식품
국물자작치즈커리,80.0,285.57,41.34,5.89,10.82,2017,삼양식품
국물자작라볶이,80.0,265.86,43.33,5.89,7.87,2017,삼양식품
도전!하바네로컵짜장,80.0,265.86,43.33,6.91,6.91,2017,삼양식품
면왕500,100.0,446.2,66.2,7.7,16.9,2015,삼양식품
CU해물탕컵,80.0,268.16,40.83,5.5,9.15,2017,삼양식품
강릉교동반점짬뽕,120.0,615.31,94.32,11.81,20.88,2017,삼양식품
수타면,120.0,600.52,97.38,11.99,18.12,2017,삼양식품
대관령유기농우유,200.0,280.0,20,16,14.8,2017,삼양식품
대관령목장유기우유,200.0,240.0,20,12,12,2017,삼양식품
프라임엘골드하루1000병귀한우유,200.0,240.0,20,12,12.8,2017,삼양식품
대관령단일목장우유,200.0,260.0,20,12,14.8,2017,삼양식품
목장우유,200.0,260.0,16,12,15.6,2017,삼양식품
강원대관령우유,200.0,260.0,20,12,15.6,2017,삼양식품
후레쉬우유,200.0,260.0,20,12,14,2017,삼양식품
대관령고원우유,200.0,260.0,20,12,14.8,2017,삼양식품
강원도산원유로만든강원우유,200.0,260.0,20,12,14.8,2017,삼양식품
삼양우유,200.0,260.0,20,12,14.8,2017,삼양식품
아침&후레쉬우유,200.0,260.0,20,12,14.8,2017,삼양식품
제주우유,200.0,240.0,20,12,13.6,2017,삼양식품
제주의마음,200.0,240.0,20,12,13.2,2017,삼양식품
유기농성이시돌목장우유,200.0,240.0,20,12,13.2,2017,삼양식품
제주의아침내츄럴우유,200.0,240.0,20,12,13.2,2017,삼양식품
제주방목우유,200.0,240.0,20,12,13.2,2017,삼양식품
유기농자연그대로우유,200.0,240.0,20,12,13.2,2017,삼양식품
SSGMILK,200.0,240.0,20,12,13.2,2017,삼양식품
제주도푸른자연을담은유기농우유,200.0,240.0,20,12,13.2,2017,삼양식품
제주맑은우유,200.0,240.0,20,12,13.2,2017,삼양식품
대관령저지방밸런스,200.0,160.0,20,12,4,2017,삼양식품
아침&저지방우유,200.0,160.0,20,12,4,2017,삼양식품
삼양저지방우유,200.0,160.0,20,12,4,2017,삼양식품
에코그린캠퍼스하이바나나,200.0,260.0,36,8,10,2017,삼양식품
아침&바나나우유,200.0,260.0,36,8,10,2017,삼양식품
에코그린캠퍼스하이베리,200.0,260.0,40,8,7.2,2017,삼양식품
아침&딸기우유,200.0,260.0,40,8,7.2,2017,삼양식품
에코그린캠퍼스하이초코,200.0,220.0,44,8,2,2017,삼양식품
아침&초코우유,200.0,220.0,44,8,2,2017,삼양식품
아침&커피우유,200.0,220.0,32,4,8,2017,삼양식품
바나나홀릭,200.0,260.0,36,8,10,2017,삼양식품
요거트딸기,100.0,105.0,18,4,2,2017,삼양식품
요거트복숭아,100.0,105.0,18,4,2,2017,삼양식품
더건강한파스퇴르요거트플레인,100.0,95.0,13,5,2.5,2017,삼양식품
더건강한파스퇴르요거트딸기,100.0,110.0,19,4,2,2017,삼양식품
더건강한파스퇴르요거트복숭아,100.0,110.0,19,4,2,2017,삼양식품
삼양대관령요구르트,100.0,70.0,17,1,0,2017,삼양식품
제주슈레드모짜렐라치즈,20.0,12.8,0.12,0.92,0.96,2017,삼양식품
밀크릿,10.0,3.5,0.7,0.15,0.03,2017,서울우유
밀크캔디,10.0,3.45,0.7,0.15,0.04,2017,서울우유
츄잉밀크플레인,10.0,3.6,0.8,0.15,0.04,2017,서울우유
츄잉밀크딸기,10.0,3.6,0.8,0.15,0.04,2017,서울우유
츄잉밀크요거트,10.0,3.6,0.7,0.1,0.03,2017,서울우유
서울우유엄마의사랑을담은사르르녹는아기요거트플레인,30.0,39.15,6.03,1.53,1.08,2017,서울우유
서울우유엄마의사랑을담은사르르녹는아기요거트딸기,30.0,39.15,6.03,1.53,1.08,2017,서울우유
"두유,원두밀",200.0,180.0,16,12,8,2017,서울우유
"사과쥬스,라이브사과",200.0,180.0,44,0,0,2017,서울우유
"오렌지쥬스,라이브오렌지",200.0,200.0,48,0,0,2017,서울우유
"오렌지쥬스,아침에주스오렌지",200.0,200.0,48,4,0,2017,서울우유
"포도쥬스,라이브포도",200.0,200.0,48,0,0,2017,서울우유
"포도쥬스,아침에주스포도",200.0,220.0,56,0,0,2017,서울우유
"조제분유,전지분유",100.0,495.0,38,25,27,2017,서울우유
탈지분유,100.0,355.0,52,35,1,2017,서울우유
연유,200.0,1360.0,228,32,36,2017,서울우유
"우유,고지방우유",200.0,300.0,20,12,20,2017,서울우유
"우유,고칼슘우유",200.0,252.0,18,12,14.8,2017,서울우유
"우유,디아망우유",200.0,280.0,20,12,16,2017,서울우유
"우유,앙팡우유",200.0,280.0,20,12,16,2017,서울우유
"우유,우유",200.0,252.0,18,12,14.8,2017,서울우유
"우유,저지방우유",200.0,160.0,18,12,4,2017,서울우유
"우유,홈밀크우유",200.0,280.0,20,12,16,2017,서울우유
"우유,딸기멸균우유",200.0,236.0,37.2,8.8,5.6,2017,서울우유
"우유,딸기우유",200.0,252.0,41.2,9.2,5.6,2017,서울우유
"우유,락토우유",200.0,252.0,18,12,14.8,2017,서울우유
"우유,쵸코우유",200.0,240.0,39.2,9.2,5.2,2017,서울우유
"우유,쵸키",200.0,240.0,44,8,4,2017,서울우유
"우유,커피우유",200.0,244.0,13.2,9.2,6.8,2017,서울우유
"우유,현미우유",200.0,240.0,32,8,8,2017,서울우유
"가공치즈,앙팡치즈",20.0,13.2,0.04,0.76,1.12,2017,서울우유
"가공치즈,푸르네치즈(시금치)",20.0,13.4,0.04,0.8,1.12,2017,서울우유
가공치즈(블랙),20.0,14.28,0.04,0.84,1.08,2017,서울우유
"가공치즈,고칼슘푸르네치즈당근",20.0,11.84,0.04,0.76,0.96,2017,서울우유
"가공치즈,고칼슘푸르네치즈시금치",20.0,11.84,0.04,0.76,0.96,2017,서울우유
"치즈,어린이치즈앙팡",20.0,12.2,0.04,0.76,1.04,2017,서울우유
"치즈,크림치즈(플레인)",20.0,10.52,0.04,0.92,0.92,2017,서울우유
"치즈,모짜렐라치즈(블랙)",20.0,11.08,0.09,0.8,0.84,2017,서울우유
"치즈,모짜렐라치즈(슈레드)",20.0,11.6,0.09,0.84,0.88,2017,서울우유
체다슬라이스치즈,20.0,12.2,0.04,0.76,1,2017,서울우유
체다슬라이스치즈F,20.0,12.2,0.04,0.76,1,2017,서울우유
버터,100.0,755.0,1,1,83,2017,서울우유
"버터,가염버터",100.0,755.0,1,1,83,2017,서울우유
"버터,마늘버터",100.0,745.0,1,1,82,2017,서울우유
"버터,무염버터",100.0,755.0,1,1,83,2017,서울우유
도토루더브렌디아메리카노,200.0,25.0,6.25,0,0,2017,서울우유
도토루더브렌디카라멜마끼야또,200.0,96.53,15.28,2.08,3.12,2017,서울우유
도토루더브렌디카페모카,200.0,95.83,14.58,2.08,3.19,2017,서울우유
도토루더브렌디라떼,200.0,93.75,13.89,2.08,3.12,2017,서울우유
도토루커피핫블렌드,200.0,86.17,15.42,1.81,1.72,2017,서울우유
도토루커피아메리카노,200.0,27.21,7.26,0,0,2017,서울우유
스타벅스커피에스프레소,200.0,105.0,15,2,4,2017,서울우유
스타벅스블랙커피스윗다크블렌드,200.0,73.0,16,0,1,2017,서울우유
스페셜티카페라떼다크,200.0,232.8,33.6,4.8,8.8,2017,서울우유
아침에주스오렌지,200.0,380.0,84,8,2,2017,서울우유
아침에주스사과,200.0,420.0,104,0,0,2017,서울우유
아침에주스포도,100.0,120.0,29,1,0,2015,서울우유
아침에주스제주감귤,200.0,400.0,96,4,0,2017,서울우유
아침에주스마스터블랜딩애플망고&구아바,200.0,360.0,84,4,0,2017,서울우유
아침에주스마스터블랜딩아사이베리&아로니아,200.0,380.0,92,0,4,2017,서울우유
365유기농아침오렌지,200.0,360.0,80,8,0,2017,서울우유
365유기농아침토마토,200.0,320.0,76,4,0,2017,서울우유
리이브포도,200.0,420.0,100,4,0,2017,서울우유
리이브사과,200.0,400.0,96,4,0,2017,서울우유
리이브제주감귤,200.0,340.0,84,0,0,2017,서울우유
오렌지나무,200.0,300.0,76,0,0,2017,서울우유
사과나무,200.0,300.0,76,0,0,2017,서울우유
칼슘이가득한검은깨검은콩두유,200.0,580.0,60,20,28,2017,서울우유
원두밀플러스,200.0,500.0,48,20,24,2017,서울우유
오두유검은콩,200.0,500.0,52,20,24,2017,서울우유
해피버블데이밀크,200.0,640.0,120,12,12,2017,서울우유
해피버블데이타로,200.0,920.0,144,12,32,2017,서울우유
모히또,100.0,95.0,23,0,0,2015,서울우유
피나콜라다,200.0,380.0,92,0,0,2017,서울우유
쉐이킹다이어트카카오,40.0,59.2,6.4,5.92,0.96,2017,서울우유
쉐이킹다이어트요거트,40.0,52.8,5.92,5.92,0.3,2017,서울우유
홈밀크,200.0,280.0,20,12,16,2017,서울우유
뼈에쏙쏙고칼슘우유,200.0,140.0,10,6,8,2017,서울우유
목장의신선함이살아있는우유,200.0,280.0,20,12,16,2017,서울우유
서울우유,200.0,280.0,20,12,16,2017,서울우유
서울우유,100.0,70.0,5,3,4,2015,서울우유
목장의신선함이살아있는우유,100.0,70.0,5,3,4,2015,서울우유
스타벅스밀크,200.0,260.0,20,12,13.2,2017,서울우유
밀크마스터(,200.0,280.0,20,12,16,2017,서울우유
철원목장청정우유,200.0,280.0,20,12,16,2017,서울우유
3651등급우유,200.0,280.0,20,12,16,2017,서울우유
후레쉬밀크,200.0,280.0,20,12,16,2017,서울우유
바리스타즈밀크,200.0,280.0,20,12,16,2017,서울우유
홈밀크,100.0,70.0,5,3,4,2015,서울우유
서울우유저지방우유,200.0,160.0,20,12,4,2017,서울우유
저지방우유,200.0,172.0,18.8,15.2,4,2017,서울우유
서울우유커피우유,200.0,240.0,38,10,5,2017,서울우유
서울우유모카우유,200.0,120.0,18,4,3.8,2017,서울우유
서울우유모카라떼,200.0,160.49,20.99,4.94,6.17,2017,서울우유
무지방우유MBP,200.0,140.0,20,12,0,2017,서울우유
앙팡,200.0,280.0,20,12,16,2017,서울우유
앙팡베이비,200.0,280.0,20,12,16,2017,서울우유
블루베리우유,200.0,246.15,38.46,9.23,6.15,2017,서울우유
에너지초코우유,200.0,269.23,44.62,10.77,5.69,2017,서울우유
바나나우유,200.0,276.92,40,10.77,7.69,2017,서울우유
쵸키,200.0,233.33,37.78,8.89,5.78,2017,서울우유
몽키,200.0,141.98,27.16,4.94,1.73,2017,서울우유
핑키,200.0,141.98,24.69,4.94,2.72,2017,서울우유
검은콩우유,200.0,250.0,34,8,10,2017,서울우유
스타벅스커피초콜릿모카,200.0,150.0,17,4,7,2017,서울우유
스타벅스커피카라멜향,200.0,310.0,36,10,14,2017,서울우유
스타벅스커피라떼,200.0,320.0,34,10,16,2017,서울우유
도토루더엑스퍼트카페모카200,200.0,135.0,18,4,5,2017,서울우유
도토루더엑스퍼트카페오레200,200.0,125.0,16,4,5,2017,서울우유
서울우유딸기우유,200.0,240.0,38,10,6.2,2017,서울우유
서울우유초코렛우유,200.0,140.0,22,5,3,2017,서울우유
언니몰래먹는딸기오레,200.0,250.0,36,10,8,2017,서울우유
앙팡,100.0,70.0,5,3,4,2015,서울우유
앙팡베이비,100.0,70.0,5,3,4,2015,서울우유
뼈를생각한우유엠비피,200.0,280.0,20,12,16,2017,서울우유
무지방우유MBP,100.0,35.0,5,3,0,2015,서울우유
목장의신선함이살아있는우유무지방,200.0,140.0,20,12,0,2017,서울우유
속편한우유락토프리,200.0,240.0,16,12,14,2017,서울우유
서울우유커피우유,100.0,60.0,9.5,2.5,1.25,2015,서울우유
서울우유초콜릿우유,200.0,280.0,44,10,6,2017,서울우유
서울우유딸기우유,100.0,60.0,9.5,2.5,1.55,2015,서울우유
블루베리우유,100.0,61.54,9.62,2.31,1.54,2015,서울우유
에너지초코우유,100.0,67.31,11.15,2.69,1.42,2015,서울우유
바나나우유,100.0,69.23,10,2.69,1.92,2015,서울우유
쵸키,100.0,58.33,9.44,2.22,1.44,2015,서울우유
검은콩우유,100.0,62.5,8.5,2,2.5,2015,서울우유
서울우유딸기,200.0,260.0,42,10,6,2017,서울우유
서울우유바나나,200.0,340.0,44,10,14,2017,서울우유
서울우유초콜릿,200.0,280.0,44,10,6,2017,서울우유
언니몰래먹는딸기오레,100.0,62.5,9,2.5,2,2015,서울우유
쉐이킹라이트카카오,200.0,300.0,36,14,10.4,2017,서울우유
쉐이킹라이트딸기&바나나,200.0,270.0,32,14,10,2017,서울우유
쉐이킹라이트카페오레커피,200.0,270.0,32,14,10,2017,서울우유
서울우유딸기밀크,200.0,259.26,38.52,8.89,7.7,2017,서울우유
서울우유커피밀크,200.0,244.44,38.52,8.89,5.92,2017,서울우유
서울우유바나나밀크,200.0,288.89,44.44,10.37,7.41,2017,서울우유
서울우유초코우유,200.0,274.08,44.44,10.37,6.08,2017,서울우유
로얄밀크티,200.0,266.67,35,0,10,2017,서울우유
스타벅스커피카라멜향,100.0,77.5,9,2.5,3.5,2015,서울우유
스타벅스커피라떼,100.0,80.0,8.5,2.5,4,2015,서울우유
스타벅스디스커버리즈화이트초콜릿모카,200.0,292.0,38,8,12,2017,서울우유
스페셜티카페라떼마일드,200.0,239.2,33.6,6.4,8.8,2017,서울우유
바리스타즈카페라떼,200.0,260.68,35.56,7.2,9.96,2017,서울우유
커피빈카페라떼,200.0,238.28,36,8,6.92,2017,서울우유
커피빈모카라떼,200.0,247.92,40,6.68,6.8,2017,서울우유
커피빈바닐라라떼,200.0,246.84,40,6.68,6.68,2017,서울우유
서울우유카페오레,200.0,241.8,36,6,8.2,2017,서울우유
서울우유카페모카,200.0,251.6,38,6,8.4,2017,서울우유
아라비카커피우유,200.0,259.92,38.4,7.68,8.4,2017,서울우유
딸기우유,200.0,240.8,37.2,10.4,5.6,2017,서울우유
서울우유요구르트,150.0,144.23,33.3,2.25,0.23,2017,서울우유
서울우유MBP요구르트,100.0,55.6,12.8,1.1,0,2015,서울우유
서울우유코코몽요구르트,150.0,131.67,30.67,1.85,0.18,2017,서울우유
어린이요구르트앙팡,100.0,76.53,14.98,1.25,1.29,2015,서울우유
어린이요구르트앙팡플러스,150.0,172.19,33.71,2.81,2.9,2017,서울우유
CU빅요구르트,150.0,116.1,27,2.03,0,2017,서울우유
드링킹요거트티사과,150.0,196.65,28.8,6.98,6.3,2017,서울우유
드링킹요거트티포도,150.0,196.43,29.48,6.75,6.08,2017,서울우유
