name,serving_wt,kcal,carbo,protein,fat,year,company
볶음밥(경상도),400.0,812.0,132.69,16.38,24.03,2009, 
볶음밥(서울),400.0,640.0,101.28,20.5,17.18,2009, 
볶음밥(전라도),400.0,888.0,126.64,19.68,33.54,2009, 
볶음밥(충청도),400.0,848.0,126.74,18.81,29.47,2009, 
김치볶음밥,500.0,754.74,120,23.07,20.27,2009, 
김치볶음밥(강원도),500.0,805.0,120.46,21.84,26.2,2009, 
김치볶음밥(경기도),500.0,780.0,127.4,20.15,20.92,2009, 
김치볶음밥(경상도),500.0,760.0,124.92,25.12,17.62,2009, 
김치볶음밥(서울),500.0,720.0,115.23,25.67,17.17,2009, 
김치볶음밥(전라도),500.0,700.0,102.83,27.38,20.09,2009, 
김치볶음밥(충청도),500.0,765.0,129.18,18.24,19.66,2009, 
새우볶음밥,400.0,700.02,112.86,17.92,19.66,2010, 
새우볶음밥(강원도),400.0,708.0,121.17,16.85,17.45,2010, 
새우볶음밥(경기도),400.0,676.0,109.86,17.91,18.22,2010, 
새우볶음밥(경상도),400.0,648.0,102.3,19.14,18,2010, 
새우볶음밥(서울),400.0,752.0,113.46,18.4,24.92,2010, 
새우볶음밥(전라도),400.0,680.0,100.73,19.17,22.1,2010, 
새우볶음밥(충청도),400.0,736.0,129.62,16.04,17.25,2010, 
해물볶음밥,400.0,705.22,90.46,25.1,27,2012, 
해물볶음밥(강원도),400.0,728.0,94.9,28.93,26.05,2012, 
해물볶음밥(경기도),400.0,716.0,80.38,29.13,30.67,2012, 
해물볶음밥(경상도),400.0,748.0,104.04,24.62,25.78,2012, 
해물볶음밥(서울),400.0,684.0,76.31,22.57,31.94,2012, 
해물볶음밥(전라도),400.0,620.0,82.37,20.78,22.98,2012, 
해물볶음밥(충청도),400.0,740.0,104.76,24.6,24.56,2012, 
오므라이스,450.0,729.97,112.45,21.52,21.56,2009, 
오므라이스(강원도),450.0,796.5,108.45,17.43,32.49,2009, 
오므라이스(경기도),450.0,724.5,120.2,20.78,18.03,2009, 
오므라이스(경상도),450.0,670.5,117.68,20,13.55,2009, 
오므라이스(서울),450.0,733.5,114.3,21.97,20.87,2009, 
오므라이스(전라도),450.0,661.5,101.99,27.19,15.98,2009, 
오므라이스(충청도),450.0,792.0,112.1,21.75,28.46,2009, 
삼선볶음밥,400.0,686.11,85.75,26.24,26.46,2011, 
삼선볶음밥(강원도),400.0,676.0,84.72,27.46,25.36,2011, 
삼선볶음밥(경기도),400.0,568.0,77.76,21.97,18.64,2011, 
삼선볶음밥(경상도),400.0,724.0,93.44,27.78,26.41,2011, 
삼선볶음밥(서울),400.0,708.0,90.74,24.49,27.48,2011, 
삼선볶음밥(전라도),400.0,716.0,77.83,28.65,32.24,2011, 
삼선볶음밥(충청도),400.0,728.0,90.03,27.06,28.64,2011, 
비빔밥,500.0,706.62,114.83,19.92,18.62,2009, 
비빔밥(강원도),500.0,850.0,94.9,22.6,42.27,2009, 
비빔밥(경기도),500.0,635.0,122.28,19.14,7.95,2009, 
비빔밥(경상도),500.0,695.0,109.91,18.01,20.24,2009, 
비빔밥(서울),500.0,670.0,116.56,21.35,13.24,2009, 
비빔밥(전라도),500.0,685.0,123.09,21.09,11.9,2009, 
비빔밥(충청도),500.0,705.0,122.26,17.36,16.16,2009, 
육회비빔밥,450.0,679.7,96.18,29.18,19.8,2012, 
육회비빔밥(강원도),450.0,666.0,88.65,29.37,21.77,2012, 
육회비빔밥(경기도),450.0,702.0,104.86,26.68,19.52,2012, 
육회비빔밥(경상도),450.0,639.0,86.44,29.82,19.22,2012, 
육회비빔밥(서울),450.0,661.5,99.59,28.82,16.27,2012, 
육회비빔밥(전라도),450.0,697.5,99.39,31.45,19.48,2012, 
육회비빔밥(충청도),450.0,711.0,98.18,28.98,22.55,2012, 
광어초밥,300.0,453.78,77.55,27.07,3.92,2010, 
생선초밥(광어)(강원도),300.0,465.0,89.64,19.97,3.04,2010, 
생선초밥(광어)(경기도),300.0,462.0,80.18,25.63,4.43,2010, 
생선초밥(광어)(경상도),300.0,435.0,75.85,26.56,2.71,2010, 
생선초밥(광어)(서울),300.0,444.0,67.79,35.09,3.74,2010, 
생선초밥(광어)(전라도),300.0,465.0,72.85,27.63,6.99,2010, 
생선초밥(광어)(충청도),300.0,450.0,78.98,27.55,2.62,2010, 
모듬초밥,300.0,461.97,76.43,25.42,6.06,2010, 
생선초밥(모듬)(강원도),300.0,426.0,68.96,27.71,4.26,2010, 
생선초밥(모듬)(경기도),300.0,453.0,81.68,22.97,3.79,2010, 
생선초밥(모듬)(경상도),300.0,465.0,78.35,22.31,7.04,2010, 
생선초밥(모듬)(서울),300.0,474.0,72.77,28.07,8,2010, 
생선초밥(모듬)(전라도),300.0,474.0,79.7,27.27,5.06,2010, 
생선초밥(모듬)(충청도),300.0,480.0,77.13,24.21,8.22,2010, 
