name,serving_wt,kcal,carbo,protein,fat,company
"감자칩,구운것",100,454,71.4,5,18.2, 
"감자칩,구운것",100,469,71.4,5,18.2, 
"감자칩,튀긴것",100,532,52.5,5.5,37, 
"감자칩,튀긴것",100,565,52.5,5.5,37, 
"감자튀김(후렌치후라이),튀긴것",100,319,41,3.8,17.1, 
"감자튀김(후렌치후라이),튀긴것",100,293,44.16,3.54,11.3, 
"후렌치후라이,냉동",100,130,20.6,2,4.4, 
"후렌치후라이,냉동",100,293,44.16,3.54,11.3, 
"해쉬브라운,튀긴것",100,334,32.1,2.6,21.7, 
"해쉬브라운,튀긴것",100,219,28.51,2.65,11.59, 
"고구마,생것",75,98.25,23.4,1.05,0.15, 
"고구마,구운것",130,161.2,38.09,1.95,0.26, 
"고구마,마른것",100,312,75.7,2.3,0.1, 
"고구마,마른것",100,221,75.7,2.3,0.1, 
"고구마,찐것",100,130,31.3,1.5,TRACE, 
고구마당조림,130,185.9,36.27,1.17,4.29, 
곤약가루,100,6,3,0.2,TRACE, 
"곤약,국수형",100,12,5.7,0.3,0, 
"곤약,국수형",100,6,3.06,0.12,0.01, 
"곤달비,생것",100,176,85.3,3,0.1, 
"곤달비,생것",100,177,85.3,3,0.1, 
"단마,생것",100,67,15,1.7,0.2, 
"단마,생것",100,47,14.05,1.84,0.12, 
"산마,생것",30,29.7,5.88,1.53,0.21, 
"장마,생것",100,75,17.5,1.5,0, 
"장마,생것",100,35,9.55,1.56,0.28, 
"장마,삶은것",100,59,12.6,2,0.3, 
"장마,삶은것",100,37,10.51,1.47,0.25, 
감자전분,100,230,82.7,0.07,0.02, 
감자전분,100,332,82,0.1,0.1, 
고구마전분,100,237,84.4,0.1,0.2, 
고구마전분,100,342,84.4,0.1,0.2, 
밀전분,100,351,86,0.2,0.5, 
밀전분,100,351,86,0.2,0.5, 
쌀전분,100,366,89.3,0.2,0.7, 
쌀전분,100,366,89.3,0.2,0.7, 
옥수수전분,100,373,78.1,10.1,3.6, 
옥수수전분,100,255,89.6,0.19,0.56, 
칡뿌리전분,100,347,85.6,0.2,0.2, 
칡뿌리전분,100,347,85.6,0.2,0.2, 
졸참도토리전분,100,325,80.1,0.4,0.1, 
졸참도토리전분,100,225,80.1,0.4,0.1, 
종가시도토리전분,100,332,77.3,2.3,1.7, 
종가시도토리전분,100,238,77.3,2.3,1.7, 
부침가루,100,355,73.6,12.1,1.4, 
부침가루,100,355,73.6,12.1,1.4, 
"고구마가공(면류),당면,건면",100,248,88.75,0.08,0.07, 
"고구마가공(면류),당면,건면",100,349,86.1,0.1,0.2, 
"고구마당면,건면,삶은것",100,109,27,0,TRACE, 
"고구마당면,건면,삶은것",100,85,30.38,0.03,0.04, 
"고구마당면,건면,감자전분포함",100,342,84.5,0.1,0.2, 
"고구마당면,건면,감자전분포함",100,350,86.6,0,0.2, 
"칡뿌리,생것",100,154,36.1,1.9,0.4, 
"칡뿌리,생것",100,100,32.05,2.48,0.1, 
"토란,생것",100,124,26.1,2.4,0, 
"토란,생것",100,53,15.77,2.08,0.14, 
"토란,삶은것",100,61,13,2.9,0.1, 
"토란,삶은것",100,56,16.28,2.17,0.18, 
"아피오스감자,생것",100,175,38.2,6.1,0.5, 
"아피오스감자,생것",100,135,38.2,6.1,0.5, 
"천마,생것",100,77,18.5,0.9,0, 
"천마,생것",100,55,18.5,0.9,0, 
"천마,찐것",100,81,19.3,1.1,0, 
"천마,찐것",100,58,19.3,1.1,0, 
과당,100,370,99.9,0,0, 
과당,100,368,99.9,0,0, 
껌,100,387,96.7,0,0, 
껌,100,387,96.7,0,0, 
꿀,100,294,79.7,0.2,0, 
꿀,100,294,79.7,0.2,0, 
들깨꿀,100,292,79,0.4,0, 
들깨꿀,100,317,79,0.4,0, 
밤꿀,100,292,78.9,0.5,0.1, 
밤꿀,100,341,84.91,0.45,0.02, 
싸리꿀,100,315,85.4,0.3,0, 
싸리꿀,100,343,85.4,0.3,0, 
아카시아꿀,100,296,79.8,0.5,0, 
아카시아꿀,100,346,86.49,0.12,0, 
잡화꿀,100,279,75.8,0,0, 
잡화꿀,100,345,86.05,0.26,0.02, 
토종꿀,100,302,81.9,0.2,0.1, 
토종꿀,100,340,84.73,0.38,0.02, 
각설탕,100,387,100,0,0, 
각설탕,100,387,100,0,0, 
빙설탕,100,387,99.9,0.1,0, 
빙설탕,100,387,99.9,0.1,0, 
설탕가루,100,389,99.8,0,0, 
설탕가루,100,389,99.77,0,0, 
백설탕,100,387,99.9,0,0, 
백설탕,100,400,99.96,0,0.01, 
황설탕,100,385,99.4,0.1,0, 
황설탕,100,399,99.81,0,0.01, 
흑설탕,100,388,97,0.2,0, 
흑설탕,100,392,97.88,0.12,0.01, 
감조청,100,201,47,3,0.1, 
감조청,100,201,47,3,0.1, 
쌀조청,100,370,91.5,0.9,0, 
쌀조청,100,354,87.9,0.53,0.24, 
고구마조청,100,352,87.1,1,0, 
고구마조청,100,313,77,1.38,0.35, 
도라지조청,100,352,86,1.7,0.1, 
도라지조청,100,350,86,1.7,0.1, 
배조청,100,238,62.3,2.1,0, 
배조청,100,257,62.3,2.1,0, 
산수유조청,100,299,80.9,0.3,TRACE, 
오가피조청,100,286,77.3,0.4,0.1, 
오가피조청,100,311,77.3,0.4,0.1, 
포도당,100,335,91,0,0, 
포도당,100,335,91,0,0, 
"젤라틴,디저트가루",100,381,90.5,7.8,0, 
"젤라틴,디저트가루",100,381,90.5,7.8,0, 
단풍나무시럽,100,260,67,0,0.1, 
단풍나무시럽,100,260,67.04,0.04,0.06, 
딸기시럽,10,25.9,6.72,0,0.02, 
초코시럽,100,259,67.1,2.1,0.1, 
초코시럽,100,277,67.1,2.1,0.1, 
가공당,100,265,68.2,0.2,0, 
가공당,100,265,68.2,0.2,0, 
정제당,10,27.2,6.84,0.25,0, 
물엿,100,293,75.7,0.1,0, 
물엿,100,332,83.03,0.02,0, 
사탕,10,37.4,9.32,0.02,0, 
땅콩누가사탕,100,413,80,4.3,9.8, 
땅콩누가사탕,100,366,91.2,0.23,7.14, 
살구누가사탕,10,37,7.96,0.23,0.47, 
드롭스사탕,100,392,98,0,0, 
드롭스사탕,100,391,97.57,0.31,0.55, 
박하사탕,100,376,97.1,0,0, 
박하사탕,100,394,98.59,0.02,0.02, 
버터스카치,100,423,91.1,TRACE,6.5, 
버터스카치,100,363,90.62,0.22,8.22, 
알사탕,10,39.4,9.8,0,0.02, 
마쉬멜로사탕,100,326,79.3,2.2,0, 
마쉬멜로사탕,100,326,79.3,2.2,0, 
"사탕무우,생것",100,77,18.7,1.8,0, 
"사탕무우,생것",100,59,18.7,1.8,0, 
사탕무우농축액,10,27.2,6.6,0.41,0, 
로얄제리,100,138,26.1,10.4,0.7, 
로얄제리,100,143,26.1,10.4,0.7, 
카라멜우유,100,423,79.9,1.8,10.7, 
카라멜우유,100,423,79.9,1.8,10.7, 
팥양갱,100,286,67.7,3.2,0.3, 
팥양갱,100,307,73.44,3.37,0.14, 
"엿,고구마",100,263,69.7,1.6,TRACE, 
깨엿강정,100,384,80.1,4.7,5, 
깨엿강정,100,538,45.4,15,32.9, 
흰엿,30,102.9,26.34,0.33,0.15, 
이성화액당,10,27.6,7.5,0,0, 
초코바,15,75,9.59,1.34,3.48, 
젤리,100,327,81.6,0,0.1, 
젤리,100,327,81.6,0,0.1, 
초콜렛,15,81.45,7.73,0.6,5.36, 
땅콩초콜렛,100,518,49.4,13.1,33.5, 
땅콩초콜렛,100,519,49.7,13.1,33.5, 
초콜렛우유,100,572,51.8,8.1,36.9, 
초콜렛우유,100,572,51.8,8.1,36.9, 
초콜렛우유(라이스시리얼),100,511,59.7,7.6,29.4, 
초콜렛우유(라이스시리얼),100,511,59.67,7.64,29.37, 
초콜렛우유(아몬드),100,526,53.4,9,34.4, 
초콜렛우유(아몬드),100,526,53.4,9,34.4, 
스위트초콜렛,100,507,60.4,3.9,34.2, 
스위트초콜렛,100,507,60.4,3.9,34.2, 
화이트초콜렛,100,539,59.2,5.9,32.1, 
화이트초콜렛,100,539,59.24,5.87,32.09, 
새알초콜렛,15,74.1,10.76,0.65,3.17, 
다크초콜렛,100,524,59.4,5.2,32.5, 
다크초콜렛,100,598,45.9,7.79,42.63, 
"강낭콩,생것",100,172,32,9,1, 
"강낭콩,생것",100,169,29.2,10,1.2, 
"강낭콩,삶은것",100,156,27.2,9.8,0.7, 
"강낭콩,삶은것",100,170,32,8,1, 
"강낭콩,마른것",100,354,63.9,21.2,1.1, 
"강낭콩,마른것",100,350,64,21,1, 
"녹두,삶은것",100,133,23.3,8.9,0.3, 
"녹두,삶은것",100,158,26.66,11.29,0.67, 
"녹두,마른것",100,354,62,22.3,1.5, 
"녹두,마른것",100,352,60,25,2, 
"녹두가공(가루),빈대떡가루",100,347,63.4,20.7,1.2, 
"녹두가공(가루),빈대떡가루",100,339,63.4,20.7,1.2, 
"녹두가공(면류),녹두묵",100,37,0.1,0.1,0, 
"녹두가공(면류),녹두묵",100,36,9,0.1,0, 
"흑태,마른것",100,407,32.45,36.1,15.37, 
"흑태,마른것",100,421,31.1,35.2,18.2, 
"서리태,마른것",100,413,30.45,38.68,15.86, 
"서리태,마른것",100,414,30.5,34.3,18.1, 
"청자3호,마른것",100,431,37.1,36.4,15.9, 
"청자3호,마른것",100,399,37.84,34.6,12.6, 
"청자3호,볶은것",100,452,36.7,37.4,18.1, 
"청자3호,볶은것",100,452,36.7,37.4,18.1, 
"노란콩,삶은것",100,182,11.2,17.8,7.7, 
"노란콩,삶은것",100,201,12.02,17.82,9.5, 
"노란콩,마른것",100,420,30.7,36.2,17.8, 
"노란콩,마른것",100,409,32.99,36.21,14.71, 
"노란콩,볶은것",100,460,37.3,35.8,19.5, 
"노란콩,볶은것",100,445,33.57,40.47,17.21, 
"밤콩,마른것",100,410,30.6,35,17.2, 
두부,100,88,0.8,7.6,5.9, 
두부,100,97,3.75,9.62,4.63, 
동두부,100,529,5.7,49.4,33.2, 
동두부,100,536,4.2,50.5,34.1, 
연두부,100,62,4.7,4.2,2.8, 
연두부,100,62,4.7,4.2,2.8, 
순두부,100,55,0.7,5.8,3.1, 
순두부,100,54,0.7,5.8,3.1, 
튀긴두부(유부),100,379,3.9,20.4,31, 
튀긴두부(유부),100,381,3.9,20.4,31, 
비지,100,74,11.7,3.5,1.5, 
비지,100,74,11.7,3.5,1.5, 
두유,100,70,4.7,4.4,3.6, 
두유,100,70,4.7,4.4,3.6, 
베지밀,100,70,4.7,4.4,3.6, 
베지밀,100,70,4.7,4.4,3.6, 
"콩가루,볶은것",100,427,32.3,37,20.9, 
"콩가루,볶은것",100,430,32.3,37,20.9, 
"동부,생것",100,163,28.4,11.2,0.3, 
"동부,생것",100,162,28.4,11.2,0.3, 
"동부,삶은것",100,141,24,9.5,0.6, 
"동부,삶은것",100,147,26.4,8.12,1.03, 
"동부,마른것",100,349,64.23,18.88,1.82, 
"동부,마른것",100,352,60.3,22.2,2.1, 
"라이마빈스,생것",20,67.8,12.68,4.3,0.14, 
"라이마빈스,삶은것",100,115,20.9,7.8,0.4, 
"라이마빈스,삶은것",100,152,26,9.6,0.9, 
"라이마빈스,마른것",100,349,59.6,22.9,1.8, 
"라이마빈스,마른것",100,351,60.8,21.9,1.8, 
"완두콩,생것",100,79,13.2,5.8,0.3, 
"완두콩,생것",100,114,19.51,7.92,0.44, 
"완두콩,삶은것",100,116,19.2,8.9,0.3, 
"완두콩,삶은것",100,122,20.78,7.27,1.1, 
"완두콩,마른것",100,367,67.1,20.7,1.3, 
"완두콩,마른것",100,363,67.1,20.7,1.3, 
"작두콩(도두),생것",100,126,21.5,9,0.3, 
"작두콩(도두),생것",100,125,21.5,9,0.3, 
"작두콩(도두),마른것",100,347,57.4,26.3,1, 
"작두콩(도두),마른것",100,344,57.4,26.3,1, 
"잠두,생것",100,340,58.3,26.1,1.5, 
"잠두,생것",100,341,58.29,26.12,1.53, 
"잠두,삶은것",100,110,19.7,7.6,0.4, 
"잠두,삶은것",100,110,19.65,7.6,0.4, 
"잠두,마른것",3,10.44,1.68,0.78,0.06, 
"쥐눈이콩(검정소립콩),마른것",100,381,41.2,38.9,6.9, 
"쥐눈이콩(검정소립콩),마른것",100,403,30.59,37.32,14.61, 
"검정팥,마른것",100,351,64.4,21.6,0.3, 
"검정팥,마른것",100,347,64.4,21.6,0.3, 
"검정팥,삶은것",100,145,26.4,9.2,0.1, 
"검정팥,삶은것",100,143,26.4,9.2,0.1, 
"회색팥,마른것",100,350,63.3,21.9,1, 
"회색팥,마른것",100,354,63.3,21.9,1, 
"붉은팥,마른것",100,356,68.4,19.3,0.1, 
"붉은팥,마른것",100,352,68.4,19.3,0.1, 
"붉은팥,삶은것",100,200,37.7,11.3,0.2, 
"붉은팥,삶은것",100,198,37.7,11.3,0.2, 
팥페이스트,100,155,27.1,9.8,0.6, 
팥페이스트,100,155,27.1,9.8,0.6, 
"콩조림,조리",100,279,36.4,19.9,8.8, 
"콩조림,조리",100,271,39.1,19.3,4.2, 
"개암,마른것",100,613,13.4,19.8,58.5, 
"개암,마른것",100,659,13,20,59, 
"개암,볶은것",100,684,13.9,13.6,69.3, 
"개암,볶은것",100,684,14,14,69, 
"도토리,생것",100,230,46.7,4.4,3, 
"도토리,생것",100,205,47,4,3, 
"도토리가공(가루),도토리가루",100,304,84,1,1, 
"도토리가공(가루),도토리가루",100,354,83.7,1.1,1.1, 
"도토리가공(면류),도토리묵",100,43,10.2,0.2,0.2, 
"도토리가공(면류),도토리묵",100,38,10.2,0.2,0.2, 
"들깨,마른것",100,501,39.9,16.9,33.4, 
"들깨,마른것",100,526,29.26,22.68,39.74, 
"들깨,생것",2,10.8,0.75,0.32,0.79, 
들깨가루,10,54,3.77,1.6,3.95, 
"땅콩,마른것",100,568,26,24.5,45.1, 
"땅콩,마른것",100,525,18.36,25.74,42.57, 
"땅콩,볶은것",100,580,21.6,25.6,48.2, 
"땅콩,볶은것",100,572,19.91,28.5,46.24, 
"땅콩,삶은것",100,318,21.3,13.5,22, 
"땅콩,삶은것",100,318,21.26,13.5,22.01, 
땅콩조미품,100,638,27.5,18.6,50.4, 
땅콩조미품,100,593,27.5,18.6,50.4, 
땅콩커피맛,10,60.8,2.7,2.42,4.48, 
"땅콩대립종,마른것",100,571,17.1,26.1,49.1, 
"땅콩대립종,마른것",100,577,17.1,26.1,49.1, 
"땅콩중립종,마른것",100,549,29.1,20.3,43, 
"땅콩중립종,마른것",100,544,29.1,20.3,43, 
"땅콩소립종,마른것",100,564,24.2,22.4,46.3, 
"땅콩소립종,마른것",100,563,24.2,22.4,46.3, 
"검정땅콩,마른것",100,574,26.5,19.3,47.7, 
"검정땅콩,마른것",100,570,26.5,19.3,47.7, 
땅콩가루,100,587,19.7,26.6,49.5, 
땅콩가루,100,562,24.62,28.43,43.11, 
"때죽,마른것",100,551,31.8,13.6,44.7, 
"때죽,마른것",100,540,31.8,13.6,44.7, 
"마가목열매,생것",100,115,25.5,1.3,0.8, 
"마가목열매,생것",100,100,25.5,1.3,0.8, 
"마름,생것",100,190,40.6,5.8,0.5, 
"마름,생것",100,190,40.6,5.8,0.5, 
마카다미아넛조미품,100,720,12.2,8.3,76.7, 
마카다미아넛조미품,100,720,12.2,8.3,76.7, 
"밤,생것",100,133,33.39,3.28,0.5, 
"밤,생것",100,167,37.1,3.2,0.6, 
"밤,구운것",100,166,37.2,3.2,0.4, 
"밤,삶은것",100,96,21.2,2.5,0.1, 
"밤,삶은것",100,136,33.95,3.45,0.51, 
"밤,마른것",100,377,78.6,6.7,4.1, 
"밤,마른것",100,334,78.6,6.7,4.1, 
밤넥타,100,54,12.3,0.7,0.2, 
밤통조림,100,225,55.2,1.1,0, 
밤통조림,100,225,55.2,1.1,0, 
"밤,축파",100,185,42.2,3.5,0.1, 
"밤,축파",100,162,42.2,3.5,0.1, 
"보리밥열매,마른것",100,354,68.5,18.5,1.3, 
"보리밥열매,마른것",100,324,68.5,18.5,1.3, 
"브라질너트,마른것",100,655,12.3,14.3,66.4, 
"브라질너트,마른것",100,659,11.74,14.32,67.1, 
"브라질너트,볶은것",100,669,9.6,14.9,69.1, 
"브라질너트,볶은것",100,669,9.6,14.9,69.1, 
"삼씨,마른것",100,463,31.3,29.5,27.9, 
"삼씨,마른것",100,463,31.3,29.5,27.9, 
"수박씨,마른것",100,451,47.2,19.3,22.9, 
"수박씨,마른것",100,434,47.2,19.3,22.9, 
수박씨조미품,100,546,13.4,29.6,46.4, 
수박씨조미품,100,546,13.4,29.6,46.4, 
아몬드조미품,100,615,15.8,23.7,56, 
아몬드조미품,100,571,21.82,25.74,46.61, 
"아몬드,마른것",100,598,19.7,18.6,54.2, 
"아몬드,마른것",100,583,20.09,23.44,49.96, 
"연씨,생것",100,85,14.9,5.9,0.5, 
"연씨,생것",100,85,14.9,5.9,0.5, 
연씨조미품,10,33.3,6.26,1.91,0.14, 
"은행,생것",100,180,42.78,4.69,1.53, 
"은행,생것",100,185,37.4,5.4,1.7, 
"은행,삶은것",100,171,35.4,5.4,1, 
"은행,삶은것",100,166,38.25,4.31,1.86, 
"잣,마른것",100,640,17.6,15.4,61.5, 
"잣,마른것",100,639,17.6,15.4,61.5, 
"잣,볶은것",100,708,4.7,17.6,75, 
"잣,볶은것",100,716,4.7,17.6,75, 
잣미숫가루,10,43.4,6.34,1.47,1.35, 
"검정깨,마른것",100,569,21.2,20.5,49.2, 
"검정깨,마른것",100,546,26.45,20.85,44.12, 
"검정깨,볶은것",100,587,22.5,20.4,50.7, 
"검정깨,볶은것",100,536,27.42,21.28,42.3, 
"흰깨,마른것",100,575,20.2,19.1,51, 
"흰깨,마른것",100,558,21.77,25.41,45.31, 
"흰깨,볶은것",100,601,20.6,19.3,53.8, 
"흰깨,볶은것",100,559,21.83,25.96,45.11, 
캐슈넛조미품,100,576,26.7,19.8,47.6, 
캐슈넛조미품,100,576,26.7,19.8,47.6, 
"코코넛,마른것",100,660,23.7,6.9,64.5, 
"코코넛,마른것",100,660,23.65,6.88,64.53, 
"코코넛,볶은것",100,592,44.4,5.3,47, 
"코코넛,볶은것",100,592,44.4,5.3,47, 
코코넛과육,100,355,15.2,3.3,33.5, 
코코넛가루,10,66.8,2.37,0.61,6.58, 
코코넛밀크,100,230,5.5,2.3,23.8, 
코코넛밀크,100,230,5.54,2.29,23.84, 
코코넛수,100,19,3.7,0.7,0.2, 
코코넛수,100,19,3.71,0.72,0.2, 
피스타치오넛조미품,100,582,21.2,24.2,49, 
피스타치오넛조미품,100,580,21.2,24.2,49, 
"피스타치오넛,생것",10,58.3,1.69,1.92,5.34, 
"피스타치오넛,마른것",100,562,27.5,20.3,45.4, 
"피스타치오넛,마른것",100,560,27.17,20.16,45.32, 
피칸조미품,100,710,13.6,9.5,74.3, 
피칸조미품,100,710,13.55,9.5,74.27, 
"피칸,마른것",100,691,13.9,9.2,72, 
"피칸,마른것",100,691,13.86,9.17,71.97, 
"해바라기씨,볶은것",100,611,17.2,20.1,56.3, 
"해바라기씨,볶은것",100,611,17.2,20.1,56.3, 
"해바라기씨가공(기타),조미품",100,601,18.1,19.5,54.8, 
"해바라기씨가공(기타),조미품",100,600,18.1,19.5,54.8, 
"해바라기씨,생것",10,61.9,1.4,1.93,5.77, 
"해바라기씨,마른것",100,584,20,20.8,51.5, 
"해바라기씨,마른것",100,612,14.7,22.33,56.12, 
"호두,볶은것",100,671,10.5,16,68.4, 
"호두,볶은것",100,674,10.5,16,68.4, 
"호두,마른것",100,693,7.92,15.47,71.99, 
"호두,마른것",100,663,12.6,15.4,66.7, 
호박씨조미품,100,576,12,27,51.8, 
호박씨조미품,100,574,12,26.5,51.8, 
"호박씨,마른것",100,566,5.34,35.35,48.18, 
"호박씨,마른것",100,558,9.9,29.3,49.7, 
"머루씨,생것",100,282,54,6.3,4.8, 
"머루씨,생것",100,253,54,6.3,4.8, 
잣두부,100,86,4,7.5,4.3, 
잣두부,100,80,4,7.5,4.3, 
"가시오가피순,생것",100,60,13.2,5.1,0.1, 
"가시오가피순,생것",100,65,15.87,5.67,0.7, 
"가시오가피순,데친것",100,39,9.1,2.4,0.1, 
"가시오가피순,데친것",100,55,11.99,5.25,0.85, 
"가죽나물,생것",100,287,50.2,22.4,6.3, 
"가죽나물,생것",100,46,9.46,5.33,0.41, 
"가지,생것",100,17,4,0.8,0.1, 
"가지,생것",100,15,4.36,1.13,0.03, 
"가지,데친것",100,15,3.6,0.7,0.1, 
"가지,데친것",100,15,4.4,1,0.1, 
가지절임,100,23,5.2,1.4,0.1, 
가지절임,100,23,5.2,1.4,0.1, 
"가지,마른것",100,285,70.5,11.1,0.8, 
"가지,마른것",100,232,65.59,14.53,2.4, 
"갓,생것",100,36,7.3,3.5,0.2, 
"갓,생것",100,32,7.3,3.5,0.2, 
"강남조나물,마른것",100,223,43.8,25.8,0.4, 
"강남조나물,마른것",100,202,43.8,25.8,0.4, 
"갬추,마른것",100,286,63.2,17.7,2, 
"갬추,마른것",100,234,63.2,17.7,2, 
"갯나물,생것",70,33.6,7.7,2.38,0.07, 
"고구마잎,생것",100,50,10.6,3,0.6, 
"고구마잎,생것",100,45,7.34,3.92,0.44, 
"고구마,줄기,생것",100,29,6.7,0.6,0.4, 
"고구마,줄기,생것",100,16,3.63,0.76,0.02, 
"고구마줄기,마른것",100,292,74.9,5.9,1.2, 
"고구마줄기,마른것",100,291,75.53,6.07,0.47, 
"고구마줄기,삶은것",100,7,1.4,0.5,0.1, 
"고구마줄기,삶은것",100,12,2.88,0.45,0.05, 
"고들빼기,생것",100,29,5.8,1.6,0.5, 
"고들빼기,생것",100,24,5.8,1.6,0.5, 
"고비,생것,재배",100,28,6.2,2.1,0.1, 
"고비,생것,재배",100,23,6.2,2.1,0.1, 
"고비,데친것",100,21,4.1,1.1,0.4, 
"고비,데친것",100,20,5.43,1.58,0.16, 
"고비,건조,마른것",100,240,64,17.3,1.3, 
"고비,데친것",100,20,5.5,1.8,0.1, 
"고비,데친것",100,25,6.84,1.68,0.26, 
"고사리,생것",100,19,1.8,4.3,0.2, 
"고사리,생것",100,21,3.8,2.9,0.17, 
"고사리,데친것",100,20,3.55,2.74,0.24, 
"고사리,데친것",100,26,4.4,3.2,0.3, 
"고사리,마른것",100,229,54.2,25.8,0.6, 
"고사리,마른것",100,261,54.2,25.8,0.6, 
"고수(향채),생것",100,33,5.6,4.6,0.2, 
"고수(향채),생것",100,32,5.6,4.6,0.2, 
풋고추,100,23.87,4.63,1.36,0.84, 
풋고추,100,23,6.42,1.71,0.19, 
"풋고추,생것",100,26,6,1.2,0.2, 
"풋고추,생것",100,21,6,1.2,0.2, 
"붉은고추,생것",100,71,15.34,3.12,2.73, 
"붉은고추,생것",100,57,10.3,2.6,1.7, 
"붉은고추,마른것",100,263,57.47,13.88,8.71, 
"붉은고추,마른것",100,300,50.6,11,11, 
고추장아찌,100,91,31.49,2.39,0.63, 
고추장아찌,100,72,13.2,2.6,1, 
"마늘가공(기타),마늘장아찌",100,53,11.5,3.8,0.2, 
"마늘가공(기타),마늘장아찌",100,113,25.36,2.43,0.16, 
"마늘가공(기타),마늘쫑장아찌",100,118,27.34,1.96,0.14, 
"마늘가공(기타),마늘쫑장아찌",100,138,30.4,2,0.9, 
"무가공(기타),무장아찌",100,87,21.4,2.1,0.3, 
"무가공(기타),무장아찌",100,131,29.24,2.25,0.61, 
염교장아찌(락교장아찌),100,85,20.5,0.6,0.1, 
염교장아찌(락교장아찌),100,85,20.5,0.6,0.1, 
"고춧잎,생것",100,41,8.49,5.07,0.32, 
"고춧잎,생것",100,56,9.3,4.4,1.4, 
"고추잎,데친것",100,41,6.9,5.7,0.3, 
"고추잎,데친것",100,47,8.9,5.16,0.85, 
"고춧잎,마른것",100,237,40.3,33.9,1.2, 
"고춧잎,마른것",100,263,37.8,35.43,5.3, 
고추냉이가루(와사비가루),100,103,23.7,2.9,0.5, 
고추냉이가루(와사비가루),100,81,23.7,2.9,0.5, 
"고추냉이뿌리,생것",100,36,6.3,3.7,0.5, 
"고추냉이뿌리,생것",100,33,6.3,3.7,0.5, 
"고추냉이잎,생것",100,24,5.6,0.9,0.2, 
"고추냉이잎,생것",100,19,5.6,0.9,0.2, 
"곤드레,마른것",100,310,76.4,5.6,2.8, 
"곤드레,마른것",100,230,76.4,5.6,2.8, 
"곰취,생것",100,30,6.4,1.9,0.3, 
"곰취,생것",100,29,5.77,3.04,0.49, 
"곰취,마른것",100,306,69.2,8,4.7, 
"곰취,마른것",100,237,69.2,8,4.7, 
"곰취,데친것",100,25,5.1,1.9,0.3, 
"곰취,데친것",100,32,6.09,3.28,0.64, 
"공심채,생것",100,17,3.1,2.2,0.1, 
"공심채,생것",100,17,3.1,2.2,0.1, 
"공심채,데친것",100,21,4.1,2.2,0.1, 
"공심채,데친것",100,21,4.1,2.2,0.1, 
"국수호박,생것",100,18,4.4,0.6,0.1, 
"국수호박,생것",100,14,4.4,0.6,0.1, 
"국수호박,데친것",100,16,3.8,0.5,0.1, 
"국수호박,데친것",100,12,3.8,0.5,0.1, 
"국화꽃,생것",100,27,6.5,1.4,0, 
"국화꽃,생것",100,27,6.5,1.4,0, 
"국화꽃,데친것",100,23,5.7,1,0, 
"국화꽃,데친것",100,23,5.7,1,0, 
"국화꽃,마른것",100,292,73.5,11.6,0.2, 
"국화꽃,마른것",100,292,73.5,11.6,0.2, 
"근대,생것",100,16,2.7,2.3,0.1, 
"근대,생것",100,16,3.28,1.78,0.2, 
"근대,데친것",100,28,6,2.3,0.1, 
"근대,데친것",100,18,3.95,1.79,0.2, 
갓김치,100,51,8.2,3.6,0.4, 
갓김치,100,32,7.07,3.26,0.4, 
고들빼기,100,88,11.9,4.1,2.7, 
고들빼기,100,88,11.9,4.1,2.7, 
깍두기,100,38,7.54,1.43,0.19, 
깍두기,100,39,7.4,1.6,0.3, 
나박김치,100,7,1.27,0.34,0.07, 
나박김치,100,14,1.6,0.6,0.5, 
동치미,100,8,1.77,0.33,0.01, 
동치미,100,16,3,0.7,0.1, 
무청김치,40,9.2,0.96,1.08,0.28, 
배추김치,100,25,4.4,1.4,0.2, 
배추김치,100,25,4.4,1.4,0.2, 
"김치,백김치",100,16,3,0.95,0.07, 
"김치,백김치",100,42,8.4,1.1,0.5, 
열무김치,100,32,4.99,2.4,0.29, 
열무김치,100,34,4.9,2.2,0.6, 
오이소박이,100,37,6.66,1.76,0.37, 
오이소박이,100,35,4.9,1.7,0.9, 
유채김치,100,62,10.1,3.5,0.8, 
유채김치,100,62,10.1,3.5,0.8, 
총각김치,100,41,7.89,2.02,0.2, 
총각김치,100,37,5.6,2.3,0.6, 
"김치,파김치",100,49,8.51,2.5,0.58, 
"김치,파김치",100,59,9.1,3,1.2, 
"깨나물,생것",70,22.4,5.04,2.38,0.28, 
"들깻잎,생것",100,41,7.9,4,0.4, 
"들깻잎,생것",100,42,8.89,4.46,0.5, 
"들깻잎,데친것",100,24,4.1,3,0.3, 
"들깻잎,데친것",100,31,4.8,3.93,0.6, 
"들깻잎,찐것",100,30,5.5,3.6,0.2, 
"들깻잎,찐것",100,35,6.07,4.37,0.55, 
"깻잎가공(통조림),통조림",100,76,10.4,4.7,1.7, 
"깻잎가공(통조림),통조림",100,76,10.4,4.7,1.7, 
"꼬깔나물,마른것",100,285,52.2,24.3,4.7, 
"꼬깔나물,마른것",100,253,52.2,24.3,4.7, 
"꽃양배추,생것",100,22,4.7,1.9,0.1, 
"꽃양배추,생것",100,19,4.7,1.9,0.1, 
"꽃양배추,데친것",100,20,4.5,1.4,0.1, 
"꽃양배추,데친것",100,17,4.5,1.4,0.1, 
"날개콩,생것",100,30,6.5,1.9,0.2, 
"날개콩,생것",100,35,6.5,1.9,0.2, 
