id,name,serving_wt,kcal,carbo,protein,fat,company
59,진라면매운맛,100.0,369.0,78.69,8.59,2.22, 
60,"마카로니,건면",100.0,380.0,77.1,12.2,0.4, 
61,"마카로니,건면",100.0,388.0,77.1,12.2,0.4, 
62,"마카로니,건면,삶은것",100.0,126.0,25.8,3.8,0.2, 
63,"마카로니,건면,삶은것",100.0,129.0,25.8,3.8,0.2, 
64,"스파게티,건면",100.0,363.0,74.6,11.2,0.2, 
65,"스파게티,건면",100.0,365.0,76.64,11.78,1.28, 
66,"스파게티,건면,삶은것",100.0,129.0,26.9,3.8,0, 
67,"스파게티,건면,삶은것",100.0,132.0,26.9,3.8,0, 
68,우동,200.0,168.0,34.8,4.8,0.4, 
69,"우동,생면",100.0,154.0,32,3.8,0.4, 
70,"우동,생면",100.0,167.0,33.09,3.33,1.25, 
71,"우동,생면,삶은것",100.0,123.0,25.9,3.2,0.1, 
72,"우동,생면,삶은것",100.0,142.0,29.12,2.95,0.46, 
73,"냄비우동,냉동",100.0,206.0,43.9,6,0.7, 
74,울면,200.0,860.0,118.6,26.4,31, 
75,"중국국수,생면",100.0,281.0,55.7,8.6,1.2, 
76,"중국국수,생면",100.0,281.0,55.7,8.6,1.2, 
77,"중국국수,생면,삶은것",100.0,149.0,29.2,4.9,0.6, 
78,"중국국수,생면,삶은것",100.0,149.0,29.2,4.9,0.6, 
79,"중국국수,증숙면",100.0,198.0,38.4,5.3,1.7, 
80,"중국국수,증숙면",100.0,198.0,38.4,5.3,1.7, 
81,중국국수,100.0,365.0,73,10.5,1.6, 
82,중국국수,100.0,356.0,67.1,10.3,5.2, 
83,"중국국수,삶은것",100.0,140.0,28.1,4.1,0.5, 
84,"중국국수,삶은것",100.0,148.0,28.6,5.2,0.6, 
85,쫄면,100.0,269.0,56.1,6.6,0.8, 
86,쫄면,100.0,355.0,71.29,9.16,1.08, 
87,"칼국수,생면",100.0,132.0,29.6,3.5,1, 
88,"칼국수,생면",100.0,310.0,63.02,7.25,0.87, 
89,"칼국수,반건면",100.0,251.0,57.5,6.4,1.4, 
90,"칼국수,반건면",100.0,287.0,57.5,6.4,1.4, 
91,"칼국수,건조",100.0,330.0,74.5,9.6,0.5, 
92,건빵,100.0,415.0,73.8,8.7,9.4, 
93,건빵,100.0,419.0,75.37,9.92,8.67, 
94,건포도빵,100.0,269.0,51.1,8.2,3.5, 
95,건포도빵,100.0,269.0,51.1,8.2,3.5, 
96,곰보빵,100.0,415.0,61.44,9.5,14.54, 
97,곰보빵,100.0,380.0,56.5,8.8,13.2, 
98,"도우넛,링",100.0,426.0,40.6,7.3,26, 
99,"도우넛,링",100.0,426.0,40.6,7.3,26, 
100,"도우넛,이스트",70.0,271.6,30.8,4.9,14.28, 
101,"도우넛,케이크",70.0,262.5,42.21,4.9,8.26, 
102,"도우넛,팥",100.0,347.0,45.7,6.6,15.3, 
103,"도우넛,팥",100.0,347.0,45.7,6.6,15.3, 
104,소프트롤빵,100.0,316.0,48.6,10.1,9, 
105,소프트롤빵,100.0,316.0,48.6,10.1,9, 
106,하드롤빵,100.0,293.0,52.7,9.9,4.3, 
107,하드롤빵,100.0,293.0,52.7,9.9,4.3, 
108,마늘빵,100.0,500.0,54.9,10.8,27.9, 
109,마늘빵,100.0,424.0,57.5,9.8,17.2, 
110,"만주,밤",100.0,309.0,68.3,6,1.3, 
111,"만주,밤",100.0,330.0,70.86,6.35,2.39, 
112,우유머핀,100.0,296.0,41.4,6.9,11.4, 
113,우유머핀,100.0,296.0,41.4,6.9,11.4, 
114,잉글리쉬머핀,100.0,234.0,46,7.7,1.8, 
115,잉글리쉬머핀,100.0,235.0,46,7.7,1.8, 
116,"밀가공(빵류),모카빵",100.0,316.0,58.2,8.9,4, 
117,"밀가공(빵류),모카빵",100.0,354.0,63.29,8.31,7.53, 
118,달걀베이글,100.0,278.0,53,10.6,2.1, 
119,달걀베이글,100.0,278.0,53,10.6,2.1, 
120,식빵,100.0,284.0,51.1,8.3,5.2, 
121,식빵,100.0,279.0,49.68,9.01,4.91, 
122,옥수수식빵,100.0,275.0,54.4,8.3,2.7, 
123,옥수수식빵,100.0,270.0,50.45,9.44,3.42, 
124,우유식빵,100.0,285.0,48.7,9.1,6, 
125,우유식빵,100.0,285.0,48.7,9.1,6, 
126,토스트식빵,100.0,293.0,54.4,9,4, 
127,토스트식빵,100.0,266.0,49.37,9.35,3.5, 
128,옥수수빵,100.0,314.0,48.1,7.2,10, 
129,옥수수빵,100.0,321.0,49.1,7.4,10.2, 
130,잼빵,100.0,297.0,54.5,6.6,5.8, 
131,잼빵,100.0,297.0,54.5,6.6,5.8, 
132,크로아상,100.0,448.0,43.9,7.9,26.8, 
133,크로아상,100.0,448.0,43.9,7.9,26.8, 
134,크로아상,100.0,448.0,43.9,7.9,26.8, 
135,크로아상,100.0,448.0,43.9,7.9,26.8, 
136,버터크로아상,100.0,405.0,45.8,8.2,21, 
137,버터크로아상,100.0,406.0,45.8,8.2,21, 
138,"밀가공(빵류),크림빵",100.0,274.0,45.5,6,7.7, 
139,"밀가공(빵류),크림빵",100.0,275.0,45.5,6,7.7, 
140,버터크림빵,100.0,383.0,46.2,8.2,18.4, 
141,버터크림빵,100.0,383.0,46.2,8.2,18.4, 
142,"밀가공(빵류),팥빵",100.0,293.0,52.5,7.6,6.1, 
143,"밀가공(빵류),팥빵",100.0,253.0,48.51,7.57,3.17, 
144,패이스트리,100.0,457.0,46.5,8.6,26.3, 
145,패이스트리,100.0,457.0,46.5,8.6,26.3, 
146,과일패이스트리,100.0,371.0,47.8,5.4,18.5, 
147,과일패이스트리,100.0,371.0,47.8,5.4,18.5, 
148,치즈패이스트리,100.0,374.0,37.2,8,21.9, 
149,치즈패이스트리,100.0,374.0,37.2,8,21.9, 
150,고기호빵,70.0,175.7,30.52,6.44,3.08, 
151,팥찐빵,100.0,244.0,51.6,7.3,0.9, 
152,팥찐빵,100.0,213.0,44.36,5.96,1.29, 
153,호밀빵,100.0,264.0,52.7,8.4,2.2, 
154,호밀빵,100.0,264.0,52.7,8.4,2.2, 
155,초코파이,100.0,428.0,67.59,4.29,15.57, 
156,초코파이,100.0,441.0,63.6,4.4,18.8, 
157,슈크림빵,70.0,170.8,18.48,4.27,2.38, 
158,와플,100.0,291.0,32.9,7.9,14.1, 
159,와플,100.0,291.0,32.9,7.9,14.1, 
160,와플잼,100.0,237.0,49.4,3.4,2.9, 
161,와플잼,100.0,287.0,57.3,4.8,4.2, 
162,와플커스터드크림,100.0,256.0,36,8.3,8.8, 
163,와플커스터드크림,100.0,252.0,38.1,7.3,7.9, 
164,팬케이크,100.0,227.0,28.3,6.4,9.7, 
165,팬케이크,100.0,227.0,28.3,6.4,9.7, 
166,카스텔라,100.0,299.0,59.46,6.91,3.72, 
167,카스텔라,100.0,324.0,55.1,6.7,8.5, 
168,감카스텔라,70.0,238.0,36.96,4.83,7.84, 
169,달걀커스타드,100.0,105.0,10.7,5,4.6, 
170,꽈배기,100.0,404.0,47.2,7.9,20.4, 
171,꽈배기,100.0,404.0,47.2,7.9,20.4, 
172,모닝빵,100.0,316.0,58.99,9.06,4.91, 
173,모닝빵,100.0,331.0,52.1,9.9,9.3, 
174,바게트빵,100.0,279.0,57.5,9.4,1.3, 
175,바게트빵,100.0,279.0,57.5,9.4,1.3, 
176,단호박소찐빵,100.0,239.0,52.4,5.4,0.9, 
177,단호박소찐빵,100.0,239.0,52.4,5.4,0.9, 
178,채소찐빵,100.0,231.0,37.3,8.1,5.5, 
179,채소찐빵,100.0,231.0,37.3,8.1,5.5, 
180,배케이크,100.0,296.0,43.5,6.2,10.8, 
181,배케이크,100.0,296.0,43.5,6.2,10.8, 
182,채소크로켓,100.0,301.0,31.2,7.1,16.4, 
183,채소크로켓,100.0,301.0,31.2,7.1,16.4, 
184,소프트비스킷,100.0,522.0,62.6,5.7,27.6, 
185,소프트비스킷,100.0,489.0,60.34,5.7,24.93, 
186,비스킷하드,100.0,432.0,77.8,7.6,10, 
187,비스킷하드,100.0,534.0,62.63,6.68,28.58, 
188,사과파이,100.0,304.0,32.7,4,17.5, 
189,사과파이,100.0,471.0,64.98,5.5,21, 
190,피칸파이,100.0,345.0,43.2,8,17.2, 
191,피칸파이,100.0,360.0,43.2,8,17.2, 
192,달걀치즈샌드위치,150.0,349.5,26.7,16.05,19.95, 
193,닭고기샌드위치,100.0,283.0,21.3,13.2,16.2, 
194,닭고기샌드위치,100.0,250.0,20.81,16.28,11.19, 
195,생선샌드위치,100.0,273.0,26,10.7,14.4, 
196,생선샌드위치,100.0,257.0,26.69,10.29,12.45, 
197,소고기샌드위치,100.0,249.0,24.1,15.5,9.9, 
198,소고기샌드위치,100.0,244.0,22.21,15.17,10.3, 
199,햄치즈샌드위치,100.0,218.0,24.8,7.4,9.9, 
200,햄치즈샌드위치,100.0,218.0,24.8,7.4,9.9, 
201,샌드위치,150.0,181.5,1.8,12.75,3, 
202,센베이,100.0,398.0,84,7.5,3.5, 
203,센베이,100.0,398.0,84,7.5,3.5, 
204,"센베이,김",100.0,423.0,82.8,6.7,6.9, 
205,"센베이,김",100.0,420.0,82.8,6.7,6.9, 
206,쌀과자,100.0,474.0,78.2,3.2,15.9, 
207,쌀과자,100.0,469.0,78.2,3.2,15.9, 
208,찹쌀전병,100.0,446.0,79.6,7.8,10.7, 
209,찹쌀전병,100.0,446.0,79.6,7.8,10.7, 
210,튀김쌀과자,30.0,139.5,21.36,1.71,5.25, 
211,감자스넥,100.0,540.0,57.3,5.8,32, 
212,감자스넥,100.0,536.0,60.92,4.95,30.33, 
213,밀가루스넥,40.0,192.8,27.52,2.92,7.88, 
214,새우스넥,100.0,494.0,66.32,6.04,22.77, 
215,새우스넥,100.0,537.0,59.5,5.3,30.9, 
216,옥수수스넥,100.0,526.0,65.3,5.2,27.1, 
217,옥수수스넥,100.0,520.0,65.73,5.25,26.27, 
218,초코볼,100.0,501.0,70.2,4.3,22.5, 
219,초코볼,100.0,501.0,70.2,4.3,22.5, 
220,콘칩,100.0,518.0,63,6,28.4, 
221,콘칩,100.0,538.0,56.9,6.17,33.36, 
222,팝콘,100.0,536.0,57.6,7.6,30.6, 
223,팝콘,100.0,536.0,57.6,7.6,30.6, 
224,"스넥과자,유아용",30.0,129.9,20.13,3.54,3.96, 
225,웨하스,100.0,521.0,65.6,4.1,26.9, 
226,웨하스,100.0,521.0,65.6,4.1,26.9, 
227,땅콩버터쿠키,100.0,476.0,58.9,9.6,23.6, 
228,땅콩버터쿠키,100.0,493.0,67.97,8.36,20.87, 
229,초코칩쿠키,100.0,494.0,71.38,5.92,20.55, 
230,초코칩쿠키,100.0,526.0,64.7,5,27.5, 
231,버터쿠키,100.0,467.0,68.9,6.1,18.8, 
232,버터쿠키,100.0,512.0,66.47,6.37,24.52, 
233,약과,100.0,422.0,71.7,3.8,13.3, 
234,약과,100.0,422.0,71.7,3.8,13.3, 
235,크랙커,100.0,513.0,58.8,7,27.8, 
236,크랙커,100.0,513.0,58.8,7,27.8, 
237,땅콩샌드,100.0,496.0,56.7,12.4,25.1, 
238,땅콩샌드,100.0,524.0,64.23,7.66,26.24, 
239,치즈샌드,100.0,490.0,58.8,8.9,24.4, 
240,치즈샌드,100.0,497.0,68.24,6.08,22.23, 
241,튀김용옥수수,100.0,388.0,76.3,11.5,4.1, 
242,튀김용옥수수,100.0,289.0,76.3,11.5,4.1, 
243,모나카,100.0,346.0,82.62,3.35,0.29, 
244,모나카,100.0,335.0,77.2,3.3,1.4, 
245,당근케이크,70.0,290.5,55.44,3.57,6.86, 
246,"밀가공(빵류),케이크,롤",100.0,365.0,48.1,7.5,16.5, 
247,"밀가공(빵류),케이크,롤",100.0,369.0,39.24,7.51,20.22, 
248,블루베리생크림케이크,100.0,280.0,24.39,3.03,18.88, 
249,블루베리생크림케이크,100.0,249.0,32.2,2.9,12.1, 
250,쇼튼드케이크,100.0,344.0,47.1,7.4,14, 
251,쇼튼드케이크,100.0,327.0,43.6,7.1,13.8, 
252,스펀지케이크,100.0,352.0,47.2,6.6,15.2, 
253,스펀지케이크,100.0,352.0,47.2,6.6,15.2, 
254,엔젤푸드케이크,100.0,258.0,57.8,5.9,0.8, 
255,엔젤푸드케이크,100.0,258.0,57.8,5.9,0.8, 
256,초콜렛케이크,100.0,417.0,49.31,5.23,22.09, 
257,초콜렛케이크,100.0,453.0,40.2,4.7,30.4, 
258,치즈케이크,100.0,321.0,25.5,5.5,22.5, 
259,치즈케이크,100.0,331.0,28.82,5.87,21.32, 
260,컵케이크,70.0,213.5,47.04,3.01,2.59, 
261,파운드케이크,100.0,408.0,49.65,5.66,20.71, 
262,파운드케이크,100.0,414.0,46.7,5.6,22.8, 
263,과일케이크,100.0,323.0,61.6,2.9,9.1, 
264,과일케이크,100.0,324.0,61.6,2.9,9.1, 
265,크로켓,100.0,307.0,29.7,6,18.2, 
266,크로켓,100.0,307.0,29.7,6,18.2, 
267,"감자크로켓,냉동",100.0,164.0,25.3,4.6,4.9, 
268,"감자크로켓,냉동",100.0,164.0,25.3,4.6,4.9, 
269,"채소크로켓,냉동",100.0,264.0,34,3,12.9, 
270,"채소크로켓,냉동",100.0,264.0,34,3,12.9, 
271,"크림크로켓,냉동",100.0,159.0,20.9,4.7,6.3, 
272,"크림크로켓,냉동",100.0,159.0,20.9,4.7,6.3, 
273,바닐라우유푸딩,100.0,115.0,19.7,2.7,2.9, 
274,바닐라우유푸딩,100.0,114.0,19.7,2.7,2.9, 
275,커스터드푸딩,100.0,126.0,14.7,5.5,5, 
276,커스터드푸딩,100.0,126.0,14.7,5.5,5, 
277,피자,150.0,403.5,45.15,18.15,17.85, 
278,"디럭스피자,냉동",150.0,346.5,29.85,15,18.6, 
279,"스페셜디럭스피자,냉동",150.0,391.5,37.2,13.95,20.7, 
280,"페퍼로니피자,냉동",150.0,444.0,42.75,16.8,22.8, 
281,페페로니피자,150.0,444.0,42.75,16.8,22.8, 
282,"버섯피자,냉동",150.0,348.0,35.4,16.35,15.6, 
283,"슈프림피자,냉동",100.0,253.0,23.4,10,13.3, 
284,"슈프림피자,냉동",100.0,233.0,30.4,11.3,7.3, 
285,"슈퍼슈프림피자,냉동",100.0,233.0,30.4,11.3,7.3, 
286,"슈퍼슈프림피자,냉동",100.0,233.0,30.4,11.3,7.3, 
287,"콤비네이션피자,냉동",150.0,372.0,39.15,12.75,18.3, 
288,핫도그,100.0,247.0,18.4,10.6,14.8, 
289,"핫도그,냉동",100.0,284.0,40.2,7.6,10.3, 
290,"핫도그,냉동",100.0,267.0,34.97,8.09,10.55, 
291,햄버거,100.0,271.0,35.76,11.94,8.94, 
292,햄버거,100.0,235.0,25.4,11.3,9.8, 
293,치즈버거,150.0,454.5,44.85,22.65,20.85, 
294,"보리,겉보리, 보리쌀",100.0,322.0,71.1,10.6,1.8, 
295,"보리,겉보리, 보리쌀",100.0,316.0,74.39,9.3,1.81, 
296,보리압맥,100.0,348.0,78.6,9.1,0.6, 
297,보리압맥,100.0,316.0,75.38,8.74,1.66, 
298,보리할맥,100.0,351.0,77.4,9.8,1.2, 
299,보리할맥,100.0,327.0,77.71,9.3,1.67, 
300,볶은보리,100.0,360.0,74.1,12.7,2.6, 
301,볶은보리,100.0,335.0,74.1,12.7,2.6, 
302,보리가루,100.0,357.0,76,11.2,2, 
303,보리가루,100.0,338.0,76.09,10.95,2.99, 
304,보리밥,210.0,294.0,67.41,6.09,0.63, 
305,미숫가루,100.0,398.0,74.6,15.7,5.7, 
306,미숫가루,100.0,374.0,76.17,14.52,5.48, 
307,찹쌀미숫가루,100.0,401.0,83.6,9,1.7, 
308,찹쌀미숫가루,100.0,386.0,83.6,9,1.7, 
309,엿기름,100.0,338.0,73,11.2,1.2, 
310,엿기름,100.0,335.0,71.68,14.65,2.71, 
311,"수수,생것",100.0,364.0,74.1,9.5,2.6, 
312,"수수,생것",100.0,243.0,71.5,9.85,2.96, 
313,수수가루,40.0,152.4,30.92,3.96,1.08, 
314,시리얼,30.0,116.1,26.1,1.71,0.54, 
315,하몬트푸레이크,100.0,406.0,79.6,7.2,7.4, 
316,하몬트푸레이크,100.0,426.0,78.18,7.3,9.29, 
317,현미푸레이크,100.0,376.0,83.7,6.7,3.1, 
318,현미푸레이크,100.0,394.0,85.33,6.8,2.79, 
319,콘푸로스트,100.0,387.0,88.4,4.7,0.4, 
320,콘푸로스트,100.0,378.0,88.05,5.11,0.59, 
321,과즙시리얼,30.0,116.4,26.73,1.59,0.33, 
322,꿀시리얼,30.0,115.8,27.48,1.35,0.06, 
323,쌀시리얼,100.0,379.0,86.6,6.8,0.6, 
324,쌀시리얼,100.0,390.0,86.99,6.65,1.68, 
325,아몬드시리얼,100.0,414.0,79.6,7.2,7.4, 
326,아몬드시리얼,100.0,426.0,78.18,7.3,9.29, 
327,코코넛시리얼,30.0,114.6,26.64,1.65,0.15, 
328,현미시리얼,100.0,390.0,83.7,6.7,3.1, 
329,현미시리얼,100.0,394.0,85.33,6.8,2.79, 
330,라이스크리스피,30.0,111.0,25.98,2.04,0.18, 
331,코코링,100.0,376.0,87.6,5.3,0.5, 
332,코코링,100.0,407.0,85.78,6.08,4.34, 
333,코코팝스,100.0,376.0,87.3,5.6,0.5, 
334,코코팝스,100.0,407.0,85.78,6.08,4.34, 
335,코코넛첵스,30.0,113.3,26.64,1.65,0.15, 
336,콘첵스,100.0,376.0,85.4,7.3,1.2, 
337,콘첵스,100.0,378.0,88.05,5.11,0.59, 
338,하니팝스,30.0,114.9,27.48,1.35,0.06, 
339,후르트링,30.0,114.6,26.73,1.59,0.33, 
340,현미,100.0,348.0,70.6,10,2.7, 
341,현미,100.0,164.0,34.3,4.1,1, 
342,"흑미,생것",100.0,375.0,74.9,8.8,3.1, 
343,"흑미,생것",100.0,312.0,75.31,7.59,2.31, 
344,"백미,생것",100.0,363.0,79.5,6.4,0.4, 
345,"백미,생것",100.0,345.0,79.5,6.4,0.4, 
346,"배아미,생것",100.0,354.0,75.3,6.5,2, 
347,"배아미,생것",100.0,357.0,75.8,6.5,2, 
348,"현미찹쌀,생것",100.0,316.0,75.7,7.3,2.8, 
349,"현미찹쌀,생것",100.0,361.0,75.7,7.3,2.8, 
350,"백미찹쌀,생것",100.0,373.0,81.9,7.4,0.4, 
351,"백미찹쌀,생것",100.0,359.0,81.9,7.4,0.4, 
352,현미밥,100.0,167.0,37.3,3.3,0.2, 
353,현미밥,100.0,145.0,37.3,3.3,0.2, 
354,밥,100.0,152.0,33.2,3,0.1, 
355,밥,100.0,145.0,33.2,3,0.1, 
356,백미즉석밥,100.0,147.0,33.4,2.8,0.2, 
357,백미즉석밥,100.0,144.0,33.59,2.11,0.28, 
358,누룽지,100.0,393.0,86.8,6.8,0.2, 
359,누룽지,100.0,374.0,86.8,6.8,0.2, 
360,찐쌀,100.0,373.0,83.7,5.2,0.1, 
361,찐쌀,100.0,354.0,83.7,5.2,0.1, 
362,현미미음,100.0,20.0,4.4,0.4,0.1, 
363,현미미음,100.0,20.0,4.4,0.4,0.1, 
364,미음,100.0,21.0,4.7,0.3,0, 
365,미음,100.0,21.0,4.7,0.3,0, 
366,수수경단,100.0,218.0,43.1,8.2,1.4, 
367,수수경단,100.0,218.0,43.1,8.2,1.4, 
368,"카스텔라,경단",100.0,240.0,51.1,4.1,1.8, 
369,"카스텔라,경단",100.0,237.0,51.1,4.1,1.8, 
370,가래떡,100.0,213.0,48.8,3.71,0.37, 
371,가래떡,100.0,217.0,47.5,3.8,0.3, 
372,흑미가래떡,100.0,209.0,47.8,3.5,0, 
373,흑미가래떡,100.0,205.0,47.8,3.5,0, 
374,개피떡,100.0,207.0,45.6,4.3,0.8, 
375,개피떡,100.0,207.0,45.6,4.3,0.8, 
376,쑥개피떡,100.0,208.0,45.2,4.5,0.8, 
377,쑥개피떡,100.0,206.0,45.2,4.5,0.8, 
378,꿀떡,100.0,215.0,47.4,3.3,0.4, 
379,꿀떡,100.0,210.0,46.14,3.09,1.46, 
380,백설기,100.0,234.0,51.9,3.5,0.8, 
381,백설기,100.0,228.0,52.5,3.6,0.4, 
382,콩송편,100.0,200.0,41.2,6.9,0.8, 
383,콩송편,100.0,200.0,41.2,6.9,0.8, 
384,깨송편,100.0,212.0,45.6,3.5,1.4, 
385,깨송편,100.0,224.0,44.01,5.9,2.74, 
386,팥송편,100.0,200.0,43.6,5.4,0.4, 
387,팥송편,100.0,200.0,43.6,5.4,0.4, 
388,시루떡,100.0,183.0,38.94,5.83,0.41, 
389,시루떡,100.0,217.0,47.5,5.5,0.6, 
390,찹쌀시루떡,100.0,238.0,51.8,6.8,0.4, 
391,찹쌀시루떡,100.0,181.0,37.63,6.63,0.41, 
392,절편,100.0,220.0,43.8,4.4,0.8, 
393,절편,100.0,215.0,49.04,3.69,0.49, 
394,증편,100.0,177.0,37.8,3.9,0.9, 
395,증편,100.0,198.0,45.23,2.99,0.57, 
396,쑥설기,100.0,242.0,55.6,4.3,0.3, 
397,약식,100.0,259.0,54.2,3.5,2.8, 
398,약식,100.0,244.0,52.3,3.7,2.2, 
399,"찹쌀인절미,콩고물",100.0,231.0,49.69,5.52,1.15, 
400,"찹쌀인절미,콩고물",100.0,221.0,45.4,5.7,1.9, 
401,"찹쌀인절미,팥고물",100.0,202.0,44.8,4.2,0.9, 
402,"찹쌀인절미,팥고물",100.0,204.0,44.8,4.2,0.9, 
403,"찹쌀가공(떡류),찹쌀떡",100.0,236.0,50.4,4.8,1.4, 
404,"찹쌀가공(떡류),찹쌀떡",100.0,246.0,52.65,4.81,1.75, 
405,무지개떡,100.0,229.0,53,3.5,0.3, 
406,무지개떡,100.0,229.0,53,3.5,0.3, 
407,현미가루,40.0,151.6,32.16,2.96,1.04, 
408,백미가루,100.0,362.0,78.5,6.2,0.9, 
409,백미가루,100.0,362.0,78.5,6.2,0.9, 
410,쌀엿강정,100.0,383.0,90.1,3.8,0.8, 
411,쌀엿강정,100.0,395.0,89.96,4.11,2.13, 
412,엿강정,30.0,135.3,11.73,11.31,4.8, 
413,들깨엿강정,30.0,161.4,14.67,3.96,9.66, 
414,참깨엿강정,100.0,538.0,45.4,15,32.9, 
415,참깨엿강정,100.0,538.0,45.4,15,32.9, 
416,땅콩엿강정,30.0,173.4,10.17,6.42,11.88, 
417,튀밥,100.0,393.0,80.7,8.7,3.9, 
418,튀밥,100.0,406.0,80.7,8.7,3.9, 
419,찹쌀다식(검정깨),100.0,475.0,48.3,13.8,25.2, 
420,찹쌀다식(검정깨),100.0,475.0,48.3,13.8,25.2, 
421,"찹쌀가공(과자류),다식,송화",100.0,326.0,76.1,4.4,2.3, 
422,"찹쌀가공(과자류),다식,송화",100.0,343.0,76.1,4.4,2.3, 
423,찹쌀산자,100.0,417.0,75.6,2,11.8, 
424,찹쌀산자,100.0,417.0,75.6,2,11.8, 
425,찹쌀유과,100.0,382.0,84.4,2.2,4, 
426,찹쌀유과,100.0,411.0,77.49,1.96,10.37, 
427,찹쌀가루,100.0,357.0,82.08,6.44,0.57, 
428,"옥수수,생것",100.0,142.0,29.4,4.9,1.2, 
429,"옥수수,생것",100.0,110.0,29.4,4.9,1.2, 
430,"옥수수,마른것",100.0,371.0,74.7,11.5,4.6, 
431,"옥수수,마른것",100.0,289.0,74.7,11.5,4.6, 
432,"옥수수,찐것",100.0,132.0,25.4,6.6,1.4, 
433,"옥수수,찐것",100.0,108.0,25.4,6.6,1.4, 
434,옥수수가루,100.0,373.0,75.7,7.7,3.7, 
435,옥수수가루,100.0,265.0,83.3,7.32,0.97, 
436,"옥수수가공(통조림),가당",100.0,91.0,18.3,2.3,1, 
437,"옥수수가공(통조림),가당",100.0,91.0,18.3,2.3,1, 
438,옥수수통조림,100.0,82.0,17.8,2.3,0.5, 
439,옥수수통조림,100.0,82.0,17.8,2.3,0.5, 
440,콘샐러드,100.0,104.0,22.4,3.2,0.2, 
441,콘샐러드,100.0,104.0,22.4,3.2,0.2, 
442,"율무,생것",100.0,377.0,70.5,15.4,3.2, 
443,"율무,생것",100.0,363.0,70.5,15.4,3.2, 
444,"율무국수,건면",100.0,362.0,74.6,13.2,1.2, 
445,"율무국수,건면",100.0,353.0,74.6,13.2,1.2, 
446,"조,생것",100.0,386.0,76,9.7,4.2, 
447,"조,생것",100.0,357.0,72.81,10.7,3.7, 
448,"피,생것",100.0,376.0,73.9,8.5,4.6, 
449,"피,생것",100.0,360.0,73.9,8.5,4.6, 
450,"통호밀,생것",100.0,334.0,70.7,15.9,1.5, 
451,"통호밀,생것",100.0,290.0,70.7,15.9,1.5, 
452,"밀,생것",100.0,333.0,75.8,10.6,1, 
453,"밀,생것",100.0,321.0,75.8,10.6,1, 
454,호밀가루,100.0,348.0,75.8,8.5,1.6, 
455,호밀가루,100.0,351.0,75.8,8.5,1.6, 
456,녹수국수,100.0,345.0,84.6,0.2,0.4, 
457,녹수국수,100.0,356.0,87.5,0.2,0.4, 
458,"도토리국수,마른서",100.0,345.0,72.2,12.4,0.7, 
459,"도토리국수,마른서",100.0,307.0,72.2,12.4,0.7, 
460,새우볶음밥,100.0,207.0,0,7.8,11.4, 
461,새우볶음밥,100.0,175.0,28.2,4.5,4.9, 
462,햄볶음밥,210.0,518.7,0,7.14,39.69, 
463,"고기만두,냉동",100.0,214.0,0.3,9.6,10.4, 
464,"고기만두,냉동",100.0,208.0,27.79,9.38,6.58, 
465,"김치만두,냉동",100.0,190.0,21.7,6.6,8.5, 
466,"김치만두,냉동",100.0,187.0,23.82,8.13,6.59, 
467,소고기가루스프,100.0,406.0,67.1,11.3,10.3, 
468,소고기가루스프,100.0,406.0,67.1,11.3,10.3, 
469,소고기스프,100.0,6.0,0,1.1,0.2, 
470,소고기스프,100.0,7.0,0.04,1.14,0.22, 
471,채소소고기스프,100.0,21.0,3.2,1.2,0.4, 
472,채소소고기스프,100.0,48.0,6.16,3.18,1.16, 
473,쇠고기야채스프(오뚜기),100.0,355.0,61,7,9, 
474,양송이가루스프,100.0,418.0,70.7,8.3,11.3, 
475,양송이가루스프,100.0,418.0,70.7,8.3,11.3, 
476,양송이스프,100.0,36.0,4.4,0.7,1.8, 
477,양송이스프,100.0,39.0,3.33,0.66,2.59, 
478,양송이수프(오뚜기),100.0,360.0,59,6,11, 
479,양파스프,100.0,12.0,2.8,0.3,0, 
480,양파스프,100.0,12.0,2.77,0.32,0.01, 
481,양파가루스프,100.0,293.0,65.1,7.5,0.3, 
482,양파가루스프,100.0,293.0,65.07,7.48,0.34, 
483,크림가루스프,100.0,443.0,68.1,6.8,15.9, 
484,크림가루스프,100.0,443.0,68.1,6.8,15.9, 
485,크림스프,100.0,24.0,3.6,0.9,0.7, 
486,크림스프,100.0,30.0,4.7,0.72,0.97, 
487,크림스프(오뚜기),100.0,355.0,64,5,9, 
488,옥수수스프(오뚜기),100.0,360.0,63,5,10, 
489,감자스프(오뚜기),100.0,380.0,73,6,7, 
490,야채스프(오뚜기),100.0,350.0,61,6,9, 
491,호박스프(오뚜기),100.0,395.0,74,5,9, 
492,"콩소메,분말",100.0,137.0,16.3,17.2,0.1, 
493,콘소메스프,100.0,8.0,0.8,0.9,0.1, 
494,콘소메스프,100.0,11.0,0.32,2.52,0, 
495,현미죽,100.0,70.0,15.2,1.2,0.4, 
496,현미죽,100.0,70.0,15.2,1.2,0.4, 
497,죽,100.0,71.0,15.6,1.4,0, 
498,죽,100.0,68.0,15.6,1.4,0, 
499,율무죽,100.0,44.0,9.5,0.5,0.4, 
500,율무죽,100.0,42.0,9.5,0.5,0.4, 
501,잣죽,100.0,31.0,5,0.7,0.9, 
502,잣죽,100.0,28.0,5,0.7,0.9, 
503,참깨죽,100.0,38.0,5.9,1,1.2, 
504,참깨죽,100.0,35.0,5.9,1,1.2, 
