,name,serving_wt,kcal,carbo,protein,fat,sugars,sodium,chol,saturated_fatty_acid,trans_fatty_acid,year,company
289,"핫도그,냉동",100,267,34.97,8.09,10.55,7.02,454,36.77,4.46,N/A,2017,
290,햄버거,100,271,35.76,11.94,8.94,6.59,594,14.77,4.21,N/A,2017,
291,햄버거,100,235,25.4,11.3,9.8,N/A,498,N/A,N/A,N/A,2011,
292,치즈버거,150,454.5,44.85,22.65,20.85,N/A,883.5,N/A,N/A,N/A,2011,
293,"보리,겉보리, 보리쌀",100,322,71.1,10.6,1.8,N/A,3,0,N/A,N/A,2006,
294,"보리,겉보리, 보리쌀",100,316,74.39,9.3,1.81,4.5,4,0,0.56,N/A,2017,
295,보리압맥,100,348,78.6,9.1,0.6,N/A,6,N/A,N/A,N/A,2011,
296,보리압맥,100,316,75.38,8.74,1.66,0.32,9,0,0.53,N/A,2017,
297,보리할맥,100,351,77.4,9.8,1.2,N/A,6,N/A,N/A,N/A,2011,
298,보리할맥,100,327,77.71,9.3,1.67,1.93,11,0,0.54,N/A,2017,
299,볶은보리,100,360,74.1,12.7,2.6,N/A,N/A,N/A,N/A,N/A,2011,
300,볶은보리,100,335,74.1,12.7,2.6,N/A,N/A,N/A,N/A,N/A,2017,
301,보리가루,100,357,76,11.2,2,N/A,0,0,N/A,N/A,2011,
302,보리가루,100,338,76.09,10.95,2.99,0,17,0,0.74,N/A,2017,
303,보리밥,210,294,67.41,6.09,0.63,N/A,N/A,N/A,N/A,N/A,2001,
304,미숫가루,100,398,74.6,15.7,5.7,N/A,28,N/A,N/A,N/A,2011,
305,미숫가루,100,374,76.17,14.52,5.48,1.06,6,0,1.08,N/A,2017,
306,찹쌀미숫가루,100,401,83.6,9,1.7,N/A,3,N/A,N/A,N/A,2011,
307,찹쌀미숫가루,100,386,83.6,9,1.7,N/A,3,N/A,N/A,N/A,2017,
308,엿기름,100,338,73,11.2,1.2,N/A,24,N/A,N/A,N/A,2011,
309,엿기름,100,335,71.68,14.65,2.71,10.24,10,0,0.67,N/A,2017,
310,"수수,생것",100,364,74.1,9.5,2.6,N/A,2,N/A,N/A,N/A,2011,
311,"수수,생것",100,243,71.5,9.85,2.96,0.25,2,0,0.43,N/A,2017,
312,수수가루,40,152.4,30.92,3.96,1.08,N/A,1.2,N/A,N/A,N/A,2011,
313,시리얼,30,116.1,26.1,1.71,0.54,N/A,197.7,0,N/A,N/A,2011,
314,하몬트푸레이크,100,406,79.6,7.2,7.4,N/A,597,N/A,N/A,N/A,2006,
315,하몬트푸레이크,100,426,78.18,7.3,9.29,34.79,379,0,3.39,N/A,2017,
316,현미푸레이크,100,376,83.7,6.7,3.1,N/A,878,N/A,N/A,N/A,2006,
317,현미푸레이크,100,394,85.33,6.8,2.79,17.24,551,0,0.73,N/A,2017,
318,콘푸로스트,100,387,88.4,4.7,0.4,N/A,619,N/A,N/A,N/A,2001,
319,콘푸로스트,100,378,88.05,5.11,0.59,39.55,434,0,0.17,N/A,2017,
320,과즙시리얼,30,116.4,26.73,1.59,0.33,N/A,119.1,N/A,N/A,N/A,2011,
321,꿀시리얼,30,115.8,27.48,1.35,0.06,N/A,86.7,N/A,N/A,N/A,2011,
322,쌀시리얼,100,379,86.6,6.8,0.6,N/A,992,N/A,N/A,N/A,2011,
323,쌀시리얼,100,390,86.99,6.65,1.68,21.72,625,0,0.44,N/A,2017,
324,아몬드시리얼,100,414,79.6,7.2,7.4,N/A,597,N/A,N/A,N/A,2011,
325,아몬드시리얼,100,426,78.18,7.3,9.29,34.79,379,0,3.39,N/A,2017,
326,코코넛시리얼,30,114.6,26.64,1.65,0.15,N/A,155.1,N/A,N/A,N/A,2011,
327,현미시리얼,100,390,83.7,6.7,3.1,N/A,878,N/A,N/A,N/A,2011,
328,현미시리얼,100,394,85.33,6.8,2.79,17.24,551,0,0.73,N/A,2017,
329,라이스크리스피,30,111,25.98,2.04,0.18,N/A,297.6,N/A,N/A,N/A,2006,
330,코코링,100,376,87.6,5.3,0.5,N/A,299,N/A,N/A,N/A,2001,
331,코코링,100,407,85.78,6.08,4.34,40.91,232,0,3.08,N/A,2017,
332,코코팝스,100,376,87.3,5.6,0.5,N/A,626,N/A,N/A,N/A,2001,
333,코코팝스,100,407,85.78,6.08,4.34,40.91,232,0,3.08,N/A,2017,
334,코코넛첵스,30,113.3,26.64,1.65,0.15,N/A,155.1,N/A,N/A,N/A,2006,
335,콘첵스,100,376,85.4,7.3,1.2,N/A,963,N/A,N/A,N/A,2001,
336,콘첵스,100,378,88.05,5.11,0.59,39.55,434,0,0.17,N/A,2017,
337,하니팝스,30,114.9,27.48,1.35,0.06,N/A,86.7,N/A,N/A,N/A,2006,
338,후르트링,30,114.6,26.73,1.59,0.33,N/A,119.1,N/A,N/A,N/A,2006,
339,현미,100,348,70.6,10,2.7,N/A,1,N/A,N/A,N/A,2006,
340,현미,100,164,34.3,4.1,1,1.1,1,0,-0.23,N/A,2017,
341,"흑미,생것",100,375,74.9,8.8,3.1,N/A,5,N/A,0.84,N/A,2011,
342,"흑미,생것",100,312,75.31,7.59,2.31,0.67,4,0,0.5,N/A,2017,
343,"백미,생것",100,363,79.5,6.4,0.4,N/A,8,0,N/A,N/A,2011,
344,"백미,생것",100,345,79.5,6.4,0.4,N/A,8,N/A,N/A,N/A,2017,
345,"배아미,생것",100,354,75.3,6.5,2,N/A,1,N/A,N/A,N/A,2011,
346,"배아미,생것",100,357,75.8,6.5,2,0.6,1,0,0.55,N/A,2017,
347,"현미찹쌀,생것",100,316,75.7,7.3,2.8,N/A,5,N/A,N/A,N/A,2017,
348,"현미찹쌀,생것",100,361,75.7,7.3,2.8,N/A,5,N/A,N/A,N/A,2011,
349,"백미찹쌀,생것",100,373,81.9,7.4,0.4,N/A,3,0,N/A,N/A,2011,
350,"백미찹쌀,생것",100,359,81.9,7.4,0.4,N/A,3,N/A,N/A,N/A,2017,
351,현미밥,100,167,37.3,3.3,0.2,N/A,2,0,N/A,N/A,2011,
352,현미밥,100,145,37.3,3.3,0.2,N/A,2,N/A,N/A,N/A,2017,
353,밥,100,152,33.2,3,0.1,N/A,3,0,N/A,N/A,2011,
354,밥,100,145,33.2,3,0.1,N/A,3,N/A,N/A,N/A,2017,
355,백미즉석밥,100,147,33.4,2.8,0.2,N/A,857,N/A,N/A,N/A,2011,
356,백미즉석밥,100,144,33.59,2.11,0.28,1.04,1,0,0.11,N/A,2017,
357,누룽지,100,393,86.8,6.8,0.2,N/A,6,N/A,N/A,N/A,2011,
358,누룽지,100,374,86.8,6.8,0.2,N/A,6,N/A,N/A,N/A,2017,
359,찐쌀,100,373,83.7,5.2,0.1,N/A,29,N/A,N/A,N/A,2011,
360,찐쌀,100,354,83.7,5.2,0.1,N/A,29,N/A,N/A,N/A,2017,
361,현미미음,100,20,4.4,0.4,0.1,N/A,TRACE,0,N/A,N/A,2011,
362,현미미음,100,20,4.4,0.4,0.1,0.1,N/A,0,-0.02,N/A,2017,
363,미음,100,21,4.7,0.3,0,N/A,TRACE,0,N/A,N/A,2011,
364,미음,100,21,4.7,0.3,0,0,N/A,0,0,N/A,2017,
365,수수경단,100,218,43.1,8.2,1.4,N/A,238,N/A,N/A,N/A,2011,
366,수수경단,100,218,43.1,8.2,1.4,N/A,238,N/A,N/A,N/A,2017,
367,"카스텔라,경단",100,240,51.1,4.1,1.8,N/A,185,N/A,N/A,N/A,2006,
368,"카스텔라,경단",100,237,51.1,4.1,1.8,N/A,185,N/A,N/A,N/A,2017,
369,가래떡,100,213,48.8,3.71,0.37,0.09,261,0,0.16,N/A,2017,
370,가래떡,100,217,47.5,3.8,0.3,N/A,257,N/A,N/A,N/A,2011,
371,흑미가래떡,100,209,47.8,3.5,0,N/A,226,N/A,N/A,N/A,2011,
372,흑미가래떡,100,205,47.8,3.5,0,N/A,226,N/A,N/A,N/A,2017,
373,개피떡,100,207,45.6,4.3,0.8,N/A,155,N/A,N/A,N/A,2017,
374,개피떡,100,207,45.6,4.3,0.8,N/A,155,N/A,N/A,N/A,2011,
375,쑥개피떡,100,208,45.2,4.5,0.8,N/A,157,N/A,N/A,N/A,2006,
376,쑥개피떡,100,206,45.2,4.5,0.8,N/A,157,N/A,N/A,N/A,2017,
377,꿀떡,100,215,47.4,3.3,0.4,N/A,359,N/A,N/A,N/A,2006,
378,꿀떡,100,210,46.14,3.09,1.46,7.39,248,0,0.28,N/A,2017,
379,백설기,100,234,51.9,3.5,0.8,N/A,234,N/A,N/A,N/A,2006,
380,백설기,100,228,52.5,3.6,0.4,N/A,289,N/A,N/A,N/A,2017,
381,콩송편,100,200,41.2,6.9,0.8,N/A,463,N/A,N/A,N/A,2011,
382,콩송편,100,200,41.2,6.9,0.8,N/A,463,N/A,N/A,N/A,2017,
383,깨송편,100,212,45.6,3.5,1.4,N/A,215,N/A,N/A,N/A,2006,
384,깨송편,100,224,44.01,5.9,2.74,6.44,173,0,0.52,N/A,2017,
385,팥송편,100,200,43.6,5.4,0.4,N/A,466,N/A,N/A,N/A,2011,
386,팥송편,100,200,43.6,5.4,0.4,N/A,466,N/A,N/A,N/A,2017,
387,시루떡,100,183,38.94,5.83,0.41,0.94,233,0,0.16,N/A,2017,
388,시루떡,100,217,47.5,5.5,0.6,N/A,278,N/A,N/A,N/A,2011,
389,찹쌀시루떡,100,238,51.8,6.8,0.4,N/A,290,N/A,N/A,N/A,2011,
390,찹쌀시루떡,100,181,37.63,6.63,0.41,1.22,182,0,0.13,N/A,2017,
391,절편,100,220,43.8,4.4,0.8,N/A,185,N/A,N/A,N/A,2006,
392,절편,100,215,49.04,3.69,0.49,0.1,220,0,0.19,N/A,2017,
393,증편,100,177,37.8,3.9,0.9,N/A,243,N/A,N/A,N/A,2006,
394,증편,100,198,45.23,2.99,0.57,8.95,289,0,0.15,N/A,2017,
395,쑥설기,100,242,55.6,4.3,0.3,N/A,33,N/A,N/A,N/A,2011,
396,약식,100,259,54.2,3.5,2.8,N/A,190,N/A,N/A,N/A,2006,
397,약식,100,244,52.3,3.7,2.2,N/A,289,N/A,N/A,N/A,2017,
398,"찹쌀인절미,콩고물",100,231,49.69,5.52,1.15,2.81,337,0,0.23,N/A,2017,
399,"찹쌀인절미,콩고물",100,221,45.4,5.7,1.9,N/A,341,N/A,N/A,N/A,2011,
400,"찹쌀인절미,팥고물",100,202,44.8,4.2,0.9,N/A,269,N/A,N/A,N/A,2017,
401,"찹쌀인절미,팥고물",100,204,44.8,4.2,0.9,N/A,269,N/A,N/A,N/A,2011,
402,"찹쌀가공(떡류),찹쌀떡",100,236,50.4,4.8,1.4,N/A,161,N/A,N/A,N/A,2006,
403,"찹쌀가공(떡류),찹쌀떡",100,246,52.65,4.81,1.75,6.47,262,0,0.21,N/A,2017,
404,무지개떡,100,229,53,3.5,0.3,N/A,277,N/A,N/A,N/A,2017,
405,무지개떡,100,229,53,3.5,0.3,N/A,277,N/A,N/A,N/A,2011,
406,현미가루,40,151.6,32.16,2.96,1.04,N/A,2.4,0,N/A,N/A,2011,
407,백미가루,100,362,78.5,6.2,0.9,N/A,2,N/A,N/A,N/A,2011,
408,백미가루,100,362,78.5,6.2,0.9,0.1,2,0,-0.29,N/A,2017,
409,쌀엿강정,100,383,90.1,3.8,0.8,N/A,95,N/A,N/A,N/A,2011,
410,쌀엿강정,100,395,89.96,4.11,2.13,35.58,4,0,1.12,N/A,2017,
411,엿강정,30,135.3,11.73,11.31,4.8,N/A,1.5,N/A,N/A,N/A,2011,
412,들깨엿강정,30,161.4,14.67,3.96,9.66,N/A,1.2,N/A,N/A,N/A,2011,
413,참깨엿강정,100,538,45.4,15,32.9,N/A,81,N/A,N/A,N/A,2017,
414,참깨엿강정,100,538,45.4,15,32.9,N/A,81,N/A,N/A,N/A,2011,
415,땅콩엿강정,30,173.4,10.17,6.42,11.88,N/A,0.9,N/A,N/A,N/A,2011,
416,튀밥,100,393,80.7,8.7,3.9,N/A,74,N/A,N/A,N/A,2017,
417,튀밥,100,406,80.7,8.7,3.9,N/A,74,N/A,N/A,N/A,2011,
418,찹쌀다식(검정깨),100,475,48.3,13.8,25.2,N/A,17,N/A,N/A,N/A,2017,
419,찹쌀다식(검정깨),100,475,48.3,13.8,25.2,N/A,17,N/A,N/A,N/A,2011,
420,"찹쌀가공(과자류),다식,송화",100,326,76.1,4.4,2.3,N/A,29,N/A,N/A,N/A,2006,
421,"찹쌀가공(과자류),다식,송화",100,343,76.1,4.4,2.3,N/A,29,N/A,N/A,N/A,2017,
422,찹쌀산자,100,417,75.6,2,11.8,N/A,28,N/A,N/A,N/A,2017,
423,찹쌀산자,100,417,75.6,2,11.8,N/A,28,N/A,N/A,N/A,2011,
424,찹쌀유과,100,382,84.4,2.2,4,N/A,N/A,N/A,N/A,N/A,2011,
425,찹쌀유과,100,411,77.49,1.96,10.37,14.72,18,0,1.72,N/A,2017,
426,찹쌀가루,100,397,86.8,8.3,TRACE,N/A,2,0,N/A,N/A,2011,
427,찹쌀가루,100,357,82.08,6.44,0.57,0.08,3,0,0.19,N/A,2017,
428,"옥수수,생것",100,142,29.4,4.9,1.2,N/A,1,N/A,0.34,N/A,2011,
429,"옥수수,생것",100,110,29.4,4.9,1.2,N/A,1,N/A,N/A,N/A,2017,
430,"옥수수,마른것",100,371,74.7,11.5,4.6,N/A,2,N/A,N/A,N/A,2011,
431,"옥수수,마른것",100,289,74.7,11.5,4.6,N/A,2,N/A,N/A,N/A,2017,
432,"옥수수,찐것",100,132,25.4,6.6,1.4,N/A,1,N/A,N/A,N/A,2011,
433,"옥수수,찐것",100,108,25.4,6.6,1.4,N/A,1,N/A,N/A,N/A,2017,
434,옥수수가루,100,373,75.7,7.7,3.7,N/A,1,0,N/A,N/A,2011,
435,옥수수가루,100,265,83.3,7.32,0.97,0.54,2,0,0.25,N/A,2017,
436,"옥수수가공(통조림),가당",100,91,18.3,2.3,1,N/A,244,N/A,N/A,N/A,2017,
437,"옥수수가공(통조림),가당",100,91,18.3,2.3,1,N/A,244,N/A,N/A,N/A,2011,
438,옥수수통조림,100,82,17.8,2.3,0.5,N/A,210,0,N/A,N/A,2011,
439,옥수수통조림,100,82,17.8,2.3,0.5,7.3,210,0,-0.06,N/A,2017,
440,콘샐러드,100,104,22.4,3.2,0.2,N/A,330,N/A,N/A,N/A,2011,
441,콘샐러드,100,104,22.4,3.2,0.2,N/A,330,N/A,N/A,N/A,2017,
442,"율무,생것",100,377,70.5,15.4,3.2,N/A,4,N/A,0.4,N/A,2011,
443,"율무,생것",100,363,70.5,15.4,3.2,N/A,4,N/A,N/A,N/A,2017,
444,"율무국수,건면",100,362,74.6,13.2,1.2,N/A,2323,N/A,N/A,N/A,2011,
445,"율무국수,건면",100,353,74.6,13.2,1.2,N/A,2323,N/A,N/A,N/A,2017,
446,"조,생것",100,386,76,9.7,4.2,N/A,3,N/A,N/A,N/A,2011,
447,"조,생것",100,357,72.81,10.7,3.7,0.46,1,0,0.61,N/A,2017,
448,"피,생것",100,376,73.9,8.5,4.6,N/A,10,0,0.86,N/A,2011,
449,"피,생것",100,360,73.9,8.5,4.6,N/A,10,N/A,N/A,N/A,2017,
450,"통호밀,생것",100,334,70.7,15.9,1.5,N/A,2,0,0.35,N/A,2011,
451,"통호밀,생것",100,290,70.7,15.9,1.5,N/A,2,N/A,N/A,N/A,2017,
452,"밀,생것",100,333,75.8,10.6,1,N/A,17,0,0.27,N/A,2011,
453,"밀,생것",100,321,75.8,10.6,1,N/A,17,N/A,N/A,N/A,2017,
454,호밀가루,100,348,75.8,8.5,1.6,N/A,1,0,N/A,N/A,2011,
455,호밀가루,100,351,75.8,8.5,1.6,0.9,1,0,0.24,N/A,2017,
456,녹수국수,100,345,84.6,0.2,0.4,N/A,11,N/A,N/A,N/A,2011,
457,녹수국수,100,356,87.5,0.2,0.4,0,14,0,N/A,N/A,2017,
458,"도토리국수,마른서",100,345,72.2,12.4,0.7,N/A,517,N/A,N/A,N/A,2011,
459,"도토리국수,마른서",100,307,72.2,12.4,0.7,N/A,517,N/A,N/A,N/A,2017,
460,새우볶음밥,100,207,0,7.8,11.4,N/A,N/A,N/A,N/A,N/A,2006,
461,새우볶음밥,100,175,28.2,4.5,4.9,N/A,349,N/A,N/A,N/A,2017,
462,햄볶음밥,210,518.7,0,7.14,39.69,N/A,N/A,N/A,N/A,N/A,2006,
463,"고기만두,냉동",100,214,0.3,9.6,10.4,N/A,272,N/A,N/A,N/A,2006,
464,"고기만두,냉동",100,208,27.79,9.38,6.58,0.49,261,7.35,2.41,N/A,2017,
465,"김치만두,냉동",100,190,21.7,6.6,8.5,N/A,415,N/A,N/A,N/A,2011,
466,"김치만두,냉동",100,187,23.82,8.13,6.59,0.67,423,7.68,2.37,N/A,2017,
467,소고기가루스프,100,406,67.1,11.3,10.3,N/A,3627,N/A,N/A,N/A,2011,
468,소고기가루스프,100,406,67.1,11.3,10.3,N/A,3627,N/A,N/A,N/A,2017,
469,소고기스프,100,6,0,1.1,0.2,N/A,372,N/A,N/A,N/A,2011,
470,소고기스프,100,7,0.04,1.14,0.22,0,372,0,0.11,N/A,2017,
471,"쇠고기야채스프,분말",100,344,N/A,18.9,7.2,N/A,6460,N/A,N/A,N/A,2006,
472,채소소고기스프,100,21,3.2,1.2,0.4,N/A,312,N/A,N/A,N/A,2011,
473,채소소고기스프,100,48,6.16,3.18,1.16,1.25,326,7,0.41,N/A,2017,
474,쇠고기야채스프(오뚜기),100,355,61,7,9,N/A,2900,N/A,N/A,N/A,2006,
475,양송이가루스프,100,418,70.7,8.3,11.3,N/A,1976,N/A,N/A,N/A,2011,
476,양송이가루스프,100,418,70.7,8.3,11.3,N/A,1976,N/A,N/A,N/A,2017,
477,양송이스프,100,36,4.4,0.7,1.8,N/A,403,N/A,N/A,N/A,2011,
478,양송이스프,100,39,3.33,0.66,2.59,0.2,340,0,0.47,N/A,2017,
479,양송이수프(오뚜기),100,360,59,6,11,N/A,2500,N/A,N/A,N/A,2006,
480,양파스프,100,12,2.8,0.3,0,N/A,346,N/A,N/A,N/A,2011,
481,양파스프,100,12,2.77,0.32,0.01,0.2,346,0,0,N/A,2017,
482,양파가루스프,100,293,65.1,7.5,0.3,N/A,8031,N/A,N/A,N/A,2011,
483,양파가루스프,100,293,65.07,7.48,0.34,4.65,8031,0,0.09,N/A,2017,
484,크림가루스프,100,443,68.1,6.8,15.9,N/A,3032,N/A,N/A,N/A,2011,
485,크림가루스프,100,443,68.1,6.8,15.9,N/A,3032,N/A,N/A,N/A,2017,
486,아스파라거스크림스프,100,366,N/A,13.8,10.8,N/A,4980,N/A,N/A,N/A,2006,
487,크림스프,100,24,3.6,0.9,0.7,N/A,319,4,N/A,N/A,2011,
488,크림스프,100,30,4.7,0.72,0.97,N/A,238,2,0.5,N/A,2017,
489,크림스프(오뚜기),100,355,64,5,9,N/A,2300,N/A,N/A,N/A,2006,
490,옥수수스프(오뚜기),100,360,63,5,10,N/A,2600,N/A,N/A,N/A,2006,
491,감자스프(오뚜기),100,380,73,6,7,N/A,2550,N/A,N/A,N/A,2006,
492,야채스프(오뚜기),100,350,61,6,9,N/A,2900,N/A,N/A,N/A,2006,
493,호박스프(오뚜기),100,395,74,5,9,N/A,2750,N/A,N/A,N/A,2006,
494,"콩소메,분말",100,137,16.3,17.2,0.1,N/A,26200,N/A,N/A,N/A,2006,
495,콘소메스프,100,8,0.8,0.9,0.1,N/A,1325,N/A,N/A,N/A,2011,
496,콘소메스프,100,11,0.32,2.52,0,0,N/A,N/A,N/A,N/A,2017,
497,현미죽,100,70,15.2,1.2,0.4,N/A,1,0,N/A,N/A,2011,
498,현미죽,100,70,15.2,1.2,0.4,0.4,1,0,-0.09,N/A,2017,
499,죽,100,71,15.6,1.4,0,N/A,3,0,N/A,N/A,2011,
500,죽,100,68,15.6,1.4,0,N/A,3,N/A,N/A,N/A,2017,
501,율무죽,100,44,9.5,0.5,0.4,N/A,N/A,N/A,N/A,N/A,2011,
502,율무죽,100,42,9.5,0.5,0.4,N/A,N/A,N/A,N/A,N/A,2017,
503,잣죽,100,31,5,0.7,0.9,N/A,126,N/A,N/A,N/A,2011,
504,잣죽,100,28,5,0.7,0.9,N/A,126,N/A,N/A,N/A,2017,
505,참깨죽,100,38,5.9,1,1.2,N/A,120,N/A,N/A,N/A,2011,
506,참깨죽,100,35,5.9,1,1.2,N/A,120,N/A,N/A,N/A,2017,
507,"옥수수죽,레토르트",100,86,8.6,2,4.8,N/A,280,N/A,N/A,N/A,2011,
508,"옥수수죽,레토르트",100,86,8.6,2,4.8,N/A,280,N/A,N/A,N/A,2017,
509,"죽,팥죽,레토르트",100,117,24.4,3.9,0.4,N/A,132,N/A,N/A,N/A,2017,
510,"죽,팥죽,레토르트",100,117,24.4,3.9,0.4,N/A,132,N/A,N/A,N/A,2011,
511,호박죽레토르트,350,220.5,2.1,3.85,1.4,N/A,763,N/A,N/A,N/A,2006,
512,참치죽레토르트,350,161,29.4,9.8,0.35,N/A,0,N/A,N/A,N/A,2011,
513,이유식,40,170.4,26.28,6.16,4.64,N/A,0,N/A,N/A,N/A,2006,
514,오곡즉석밥,100,150,32.9,3.6,0.4,N/A,905,N/A,N/A,N/A,2011,
515,오곡즉석밥,100,150,33.76,2.83,0.38,0.03,159,0,0.13,N/A,2017,
516,"쌀국수,건면",100,354,72.6,9.1,1.5,N/A,1964,0,N/A,N/A,2011,
517,"쌀국수,건면",100,340,72.6,9.1,1.5,N/A,1964,N/A,N/A,N/A,2017,
518,옥수수묵,100,55,12.6,1.1,0,N/A,28,N/A,N/A,N/A,2011,
519,옥수수묵,100,55,12.6,1.1,0,N/A,28,N/A,N/A,N/A,2017,
520,참쌀모듬찰떡,100,223,47.4,5.7,1.2,N/A,237,N/A,N/A,N/A,2017,
521,참쌀모듬찰떡,100,223,47.4,5.7,1.2,N/A,237,N/A,N/A,N/A,2011,
522,"찹쌀흑미찰국수,건면",100,338,74.6,8.1,0.3,N/A,1975,N/A,N/A,N/A,2011,
523,"찹쌀흑미찰국수,건면",100,334,74.6,8.1,0.3,N/A,1975,N/A,N/A,N/A,2017,
524,찹살도우넛,100,296,57.1,5,5.3,N/A,347,N/A,N/A,N/A,2017,
525,찹살도우넛,100,296,57.1,5,5.3,N/A,347,N/A,N/A,N/A,2011,
526,"감자,생것",100,63,13.9,2.4,0,N/A,21,0,0,N/A,2011,
527,"감자,생것",100,53,16.07,1.93,0.03,0,1,0,0.02,N/A,2017,
528,"감자,구운것",100,72,16.4,1.8,0.1,N/A,6,N/A,N/A,N/A,2011,
529,"감자,구운것",100,64,19.38,2.3,0.08,0,0,0,0.03,N/A,2017,
530,"감자,삶은것",100,66,14.2,3.2,TRACE,N/A,2,N/A,N/A,N/A,2011,
531,"감자,삶은것",100,57,17.43,1.99,0.04,0,1,0,0.02,N/A,2017,
532,"감자,으깬것",100,83,17.5,1.9,0.6,N/A,302,N/A,N/A,N/A,2006,
533,"감자,으깬것",100,83,17.57,1.91,0.57,1.48,302,2,0.3,N/A,2017,
534,"감자,찐것",100,70,15.3,3,TRACE,N/A,3,N/A,N/A,N/A,2011,
535,"감자,찐것",100,56,17.28,1.94,0.05,0,0,0,0.02,N/A,2017,
536,"돼지감자,생것",100,68,15.1,1.9,0.2,N/A,2,0,N/A,N/A,2011,
537,"돼지감자,생것",100,35,14.92,2.18,0.09,6.37,2,0,0.02,N/A,2017,
538,감자샐러드,100,121,11.2,2.7,8.2,N/A,529,N/A,N/A,N/A,2011,
539,감자샐러드,100,143,11.17,2.68,8.2,N/A,529,68,1.43,N/A,2017,
540,매시트포테이토(으깬감자),100,81,17.5,1.9,0.6,N/A,302,N/A,N/A,N/A,2011,
541,"감자칩,구운것",100,454,71.4,5,18.2,N/A,917,0,N/A,N/A,2011,
542,"감자칩,구운것",100,469,71.4,5,18.2,5.01,554,0,2.63,N/A,2017,
543,"감자칩,튀긴것",100,532,52.5,5.5,37,N/A,259,N/A,N/A,N/A,2006,
544,"감자칩,튀긴것",100,565,52.5,5.5,37,N/A,259,N/A,N/A,N/A,2017,
545,"감자튀김(후렌치후라이),튀긴것",100,319,41,3.8,17.1,N/A,194,N/A,N/A,N/A,2011,
546,"감자튀김(후렌치후라이),튀긴것",100,293,44.16,3.54,11.3,0.19,258,0,2.52,N/A,2017,
547,"후렌치후라이,냉동",100,130,20.6,2,4.4,N/A,25,N/A,N/A,N/A,2006,
548,"후렌치후라이,냉동",100,293,44.16,3.54,11.3,0.19,258,0,2.52,N/A,2017,
549,"해쉬브라운,튀긴것",100,334,32.1,2.6,21.7,N/A,518,N/A,N/A,N/A,2011,
550,"해쉬브라운,튀긴것",100,219,28.51,2.65,11.59,0.27,15,0,0.93,N/A,2017,
551,"고구마,생것",75,98.25,23.4,1.05,0.15,N/A,11.25,N/A,N/A,N/A,2011,
552,"고구마,구운것",130,161.2,38.09,1.95,0.26,N/A,19.5,0,N/A,N/A,2011,
553,"고구마,마른것",100,312,75.7,2.3,0.1,N/A,N/A,N/A,N/A,N/A,2011,
554,"고구마,마른것",100,221,75.7,2.3,0.1,N/A,N/A,N/A,N/A,N/A,2017,
555,"고구마,찐것",100,130,31.3,1.5,TRACE,N/A,2,N/A,N/A,N/A,2011,
556,"고구마,찐것",100,93,31.3,1.5,N/A,N/A,2,N/A,N/A,N/A,2017,
557,고구마당조림,130,185.9,36.27,1.17,4.29,N/A,91,N/A,N/A,N/A,2011,
558,곤약가루,100,6,3,0.2,TRACE,N/A,10,N/A,N/A,N/A,2011,
559,곤약가루,100,6,3,0.2,N/A,N/A,10,0,N/A,N/A,2017,
560,"곤약,국수형",100,12,5.7,0.3,0,N/A,7,N/A,N/A,N/A,2011,
561,"곤약,국수형",100,6,3.06,0.12,0.01,0,2,0,0.01,N/A,2017,
562,"곤달비,생것",100,176,85.3,3,0.1,N/A,18,N/A,N/A,N/A,2011,
563,"곤달비,생것",100,177,85.3,3,0.1,N/A,18,0,N/A,N/A,2017,
564,"단마,생것",100,67,15,1.7,0.2,N/A,5,N/A,N/A,N/A,2011,
565,"단마,생것",100,47,14.05,1.84,0.12,1,4,0,0.02,N/A,2017,
566,"산마,생것",30,29.7,5.88,1.53,0.21,N/A,N/A,N/A,N/A,N/A,2011,
567,"장마,생것",100,75,17.5,1.5,0,N/A,17,N/A,0,N/A,2011,
568,"장마,생것",100,35,9.55,1.56,0.28,2.22,3,0,0.02,N/A,2017,
569,"장마,삶은것",100,59,12.6,2,0.3,N/A,3,N/A,N/A,N/A,2011,
570,"장마,삶은것",100,37,10.51,1.47,0.25,2.47,1,0,0.02,N/A,2017,
571,감자전분,100,230,82.7,0.07,0.02,0.05,22,0,0.01,N/A,2017,
572,감자전분,100,332,82,0.1,0.1,N/A,5,0,N/A,N/A,2011,
573,고구마전분,100,237,84.4,0.1,0.2,N/A,3,N/A,N/A,N/A,2017,
574,고구마전분,100,342,84.4,0.1,0.2,N/A,3,N/A,N/A,N/A,2011,
575,밀전분,100,351,86,0.2,0.5,N/A,3,N/A,N/A,N/A,2011,
576,밀전분,100,351,86,0.2,0.5,0,3,0,N/A,N/A,2017,
577,쌀전분,100,366,89.3,0.2,0.7,N/A,11,N/A,N/A,N/A,2011,
578,쌀전분,100,366,89.3,0.2,0.7,0,11,0,N/A,N/A,2017,
579,옥수수전분,100,373,78.1,10.1,3.6,N/A,8,0,N/A,N/A,2011,
580,옥수수전분,100,255,89.6,0.19,0.56,0.05,6,0,0.21,N/A,2017,
581,칡뿌리전분,100,347,85.6,0.2,0.2,N/A,2,N/A,N/A,N/A,2011,
582,칡뿌리전분,100,347,85.6,0.2,0.2,0,2,0,N/A,N/A,2017,
583,졸참도토리전분,100,325,80.1,0.4,0.1,N/A,46,N/A,N/A,N/A,2011,
